# Program:featureCounts v1.6.3; Command:"/usr/bin/featureCounts" "-p" "-g" "gene_id" "-a" "/scratch_tmp/grp/msc_appbio/group8/data/raw/ncbi_dataset/data/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/counts.txt" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/theAlignmentAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/theAlignmentAligned.sortedByCoord.out.bam
YDR443C	NC_001136.10	1345676	1349938	-	4263	1728
YDR444W	NC_001136.10	1350290	1352353	+	2064	2688
YNCD0029C	NC_001136.10	1352466	1352538	-	73	0
YDR446W	NC_001136.10	1353725	1354633	+	909	65
YDR447C	NC_001136.10;NC_001136.10	1354829;1355551	1355236;1355553	-;-	411	13707
YDR448W	NC_001136.10	1356065	1357369	+	1305	1157
YDR449C	NC_001136.10	1357580	1358902	-	1323	2107
YDR450W	NC_001136.10;NC_001136.10	1359923;1360405	1359969;1360798	+;+	441	20698
YDR451C	NC_001136.10	1361120	1362181	-	1062	3523
YDR452W	NC_001136.10	1362878	1364902	+	2025	9875
YDR453C	NC_001136.10	1365072	1365662	-	591	4070
YDR454C	NC_001136.10	1366264	1366827	-	564	8051
YDR456W	NC_001136.10	1367485	1369386	+	1902	4581
YDR457W	NC_001136.10	1369790	1379596	+	9807	3383
YDR458C	NC_001136.10	1380055	1382046	-	1992	3157
YDR459C	NC_001136.10	1382319	1383443	-	1125	2085
YDR460W	NC_001136.10	1383811	1384776	+	966	1829
YDR461W	NC_001136.10	1385176	1385286	+	111	208
YDR461C-A	NC_001136.10	1385524	1385766	-	243	1367
YDR462W	NC_001136.10	1386073	1386516	+	444	1608
YDR463W	NC_001136.10	1386816	1388375	+	1560	7346
YDR464W	NC_001136.10	1388872	1393179	+	4308	4533
YDR465C	NC_001136.10	1393336	1394574	-	1239	3052
YDR466W	NC_001136.10	1395121	1397817	+	2697	3504
YDR468C	NC_001136.10	1398026	1398700	-	675	2523
YDR469W	NC_001136.10	1399015	1399542	+	528	1623
YDR470C	NC_001136.10	1399706	1401214	-	1509	2008
YDR471W	NC_001136.10;NC_001136.10	1401770;1402185	1401800;1402564	+;+	411	18908
YNCD0030W	NC_001136.10	1402919	1403042	+	124	43
YDR472W	NC_001136.10	1403322	1404173	+	852	2481
YDR473C	NC_001136.10	1404445	1405854	-	1410	2186
YDR475C	NC_001136.10	1407464	1410094	-	2631	5884
YDR476C	NC_001136.10	1410453	1411127	-	675	5203
YDR477W	NC_001136.10	1412373	1414274	+	1902	5492
YDR478W	NC_001136.10	1414575	1415171	+	597	701
YDR479C	NC_001136.10	1415210	1416874	-	1665	3125
YDR480W	NC_001136.10	1417399	1418370	+	972	1734
YDR481C	NC_001136.10	1418550	1420250	-	1701	6837
YDR482C	NC_001136.10	1420431	1420838	-	408	1992
YDR483W	NC_001136.10	1421157	1422485	+	1329	11100
YDR484W	NC_001136.10	1422763	1424688	+	1926	1818
YDR485C	NC_001136.10	1424820	1427207	-	2388	3816
YDR486C	NC_001136.10	1427431	1428120	-	690	2671
YDR487C	NC_001136.10	1428354	1428980	-	627	11242
YDR488C	NC_001136.10	1429188	1430789	-	1602	1147
YDR489W	NC_001136.10	1431012	1431896	+	885	935
YDR490C	NC_001136.10	1431968	1434268	-	2301	3354
YDR492W	NC_001136.10	1434924	1435874	+	951	7982
YDR493W	NC_001136.10	1436217	1436588	+	372	1169
YDR494W	NC_001136.10	1436930	1438015	+	1086	2102
YDR495C	NC_001136.10	1438115	1441150	-	3036	1968
YDR496C	NC_001136.10	1441433	1443403	-	1971	4792
YDR497C	NC_001136.10	1443713	1445467	-	1755	19219
YDR498C	NC_001136.10	1445843	1446994	-	1152	2563
YDR499W	NC_001136.10	1447830	1450073	+	2244	1775
YDR500C	NC_001136.10;NC_001136.10	1450198;1450847	1450457;1450853	-;-	267	17863
YDR501W	NC_001136.10	1451353	1452918	+	1566	848
YDR502C	NC_001136.10	1453310	1454464	-	1155	41871
YDR503C	NC_001136.10	1455042	1455866	-	825	992
YDR504C	NC_001136.10	1456311	1456694	-	384	342
YDR505C	NC_001136.10	1456695	1459220	-	2526	2098
YDR506C	NC_001136.10	1459728	1461554	-	1827	972
YNCD0031C	NC_001136.10;NC_001136.10	1461715;1461792	1461758;1461829	-;-	82	0
YDR507C	NC_001136.10	1462358	1465786	-	3429	3381
YDR508C	NC_001136.10	1466453	1468444	-	1992	13905
YDR510W	NC_001136.10	1469400	1469705	+	306	6420
YDR511W	NC_001136.10	1470017	1470418	+	402	774
YDR512C	NC_001136.10	1470500	1471063	-	564	908
YDR513W	NC_001136.10	1471017	1471448	+	432	2673
YDR514C	NC_001136.10	1471548	1472999	-	1452	1451
YDR515W	NC_001136.10	1473429	1474772	+	1344	975
YDR516C	NC_001136.10	1474974	1476476	-	1503	5667
YDR517W	NC_001136.10	1477239	1478357	+	1119	7512
YDR518W	NC_001136.10	1478608	1480161	+	1554	4493
YDR519W	NC_001136.10	1480425	1480832	+	408	3565
YDR520C	NC_001136.10	1481085	1483403	-	2319	2332
YDR522C	NC_001136.10	1483795	1485303	-	1509	521
YDR523C	NC_001136.10	1485566	1487038	-	1473	1004
YDR524C	NC_001136.10	1487542	1488990	-	1449	2016
YDR524W-C	NC_001136.10	1489403	1489492	+	90	20262
YDR524C-B	NC_001136.10	1489598	1489798	-	201	72379
YDR525W	NC_001136.10	1489905	1490234	+	330	60
YDR525W-A	NC_001136.10	1490596	1490835	+	240	876
YDR527W	NC_001136.10	1491094	1492413	+	1320	5465
YNCD0032C	NC_001136.10	1492477	1493026	-	550	433
YDR528W	NC_001136.10	1494586	1495857	+	1272	5900
YDR529C	NC_001136.10	1496165	1496548	-	384	2916
YDR530C	NC_001136.10	1496791	1497768	-	978	6147
YDR531W	NC_001136.10	1498232	1499335	+	1104	5241
YDR532C	NC_001136.10	1499396	1500553	-	1158	1476
YDR533C	NC_001136.10	1501447	1502160	-	714	4064
YDR534C	NC_001136.10	1503314	1504900	-	1587	1278
YDR536W	NC_001136.10	1508005	1509714	+	1710	990
YDR538W	NC_001136.10	1510902	1511630	+	729	1020
YDR539W	NC_001136.10	1512094	1513605	+	1512	3552
YDR540C	NC_001136.10	1517136	1517675	-	540	1297
YDR541C	NC_001136.10	1519664	1520698	-	1035	7227
YDR542W	NC_001136.10	1523249	1523611	+	363	22
YDR545W	NC_001136.10	1526321	1531711	+	5391	6
YEL077C	NC_001137.3	264	4097	-	3834	387
YEL076C-A	NC_001137.3;NC_001137.3	4185;4602	4322;5114	-;-	651	0
YEL076C	NC_001137.3	4464	5114	-	651	0
YEL075C	NC_001137.3	5345	5713	-	369	0
YEL073C	NC_001137.3	7230	7553	-	324	2959
YEL072W	NC_001137.3	13720	14415	+	696	5063
YEL071W	NC_001137.3	16355	17845	+	1491	180860
YEL070W	NC_001137.3	19589	21097	+	1509	338
YEL069C	NC_001137.3	21537	23231	-	1695	147
YEL068C	NC_001137.3	25646	25978	-	333	1764
YEL067C	NC_001137.3	26189	26776	-	588	987
YEL066W	NC_001137.3	26721	27206	+	486	4142
YEL065W	NC_001137.3	27657	29543	+	1887	17090
YEL064C	NC_001137.3	29797	31239	-	1443	1712
YEL063C	NC_001137.3	31694	33466	-	1773	6973
YEL062W	NC_001137.3	34407	36254	+	1848	1066
YEL061C	NC_001137.3	36535	39537	-	3003	2657
YEL060C	NC_001137.3	40046	41953	-	1908	28265
YEL059C-A	NC_001137.3	42400	42624	-	225	1353
YEL059W	NC_001137.3	42652	42960	+	309	1408
YEL058W	NC_001137.3	43252	44925	+	1674	8333
YEL057C	NC_001137.3	45020	45721	-	702	407
YEL056W	NC_001137.3	47168	48373	+	1206	2681
YEL055C	NC_001137.3	48471	51539	-	3069	3292
YNCE0001C	NC_001137.3	52150	52320	-	171	14
YEL054C	NC_001137.3	52721	53218	-	498	11149
YEL053C	NC_001137.3	53901	56102	-	2202	2852
YEL052W	NC_001137.3	56571	58100	+	1530	3461
YEL051W	NC_001137.3	58378	59148	+	771	12808
YEL050C	NC_001137.3	59670	60851	-	1182	2644
YNCE0002W	NC_001137.3	61352	61433	+	82	21
YNCE0003W	NC_001137.3	61699	61789	+	91	4
YNCE0004C	NC_001137.3	61890	61960	-	71	1
YEL049W	NC_001137.3	63728	64090	+	363	894
YEL048C	NC_001137.3	64709	65167	-	459	932
YEL047C	NC_001137.3	65385	66797	-	1413	16791
YEL046C	NC_001137.3	67629	68792	-	1164	16571
YEL044W	NC_001137.3	69757	70257	+	501	4397
YEL043W	NC_001137.3	70478	73348	+	2871	2774
YEL042W	NC_001137.3	73771	75327	+	1557	2386
YEL041W	NC_001137.3	75944	77431	+	1488	1278
YEL040W	NC_001137.3	78053	79456	+	1404	6866
YEL039C	NC_001137.3	79636	79977	-	342	1247
YEL038W	NC_001137.3	80462	81145	+	684	4551
YEL037C	NC_001137.3	81407	82603	-	1197	5687
YEL036C	NC_001137.3	83050	84552	-	1503	4652
YEL035C	NC_001137.3	85045	85545	-	501	53
YEL034W	NC_001137.3	85676	86149	+	474	4474
YEL033W	NC_001137.3	86179	86598	+	420	665
YNCE0005W	NC_001137.3	86604	86685	+	82	0
YEL032W	NC_001137.3	86937	89852	+	2916	5110
YEL031W	NC_001137.3	90258	93905	+	3648	8952
YEL030W	NC_001137.3	94644	96578	+	1935	1027
YEL029C	NC_001137.3	96858	97796	-	939	4531
YEL028W	NC_001137.3	98668	99129	+	462	637
YNCE0006W	NC_001137.3	100133	100204	+	72	12
YEL027W	NC_001137.3	100769	101251	+	483	28692
YEL026W	NC_001137.3	101943	102323	+	381	4523
YEL025C	NC_001137.3	102581	106147	-	3567	4693
YEL024W	NC_001137.3	107260	107907	+	648	1204
YEL023C	NC_001137.3	108504	110552	-	2049	2513
YEL022W	NC_001137.3	111421	115800	+	4380	2578
YEL021W	NC_001137.3	116167	116970	+	804	14609
YEL020W-A	NC_001137.3	117211	117474	+	264	379
YNCE0007C	NC_001137.3	117667	118035	-	369	90
YEL020C	NC_001137.3	118617	120299	-	1683	2659
YEL019C	NC_001137.3	120498	121301	-	804	603
YEL018W	NC_001137.3	121471	122310	+	840	2144
YEL017C-A	NC_001137.3	122798	122929	-	132	3620
YEL017W	NC_001137.3	123657	124670	+	1014	1999
YEL016C	NC_001137.3	124737	126218	-	1482	3513
YEL015W	NC_001137.3	126629	128284	+	1656	4758
YEL014C	NC_001137.3	128303	128608	-	306	153
YEL013W	NC_001137.3	128825	130561	+	1737	3699
YNCE0008C	NC_001137.3	131082	131153	-	72	1
YEL012W	NC_001137.3;NC_001137.3	131772;131900	131776;132551	+;+	657	4328
YEL011W	NC_001137.3	133120	135234	+	2115	8497
YNCE0009C	NC_001137.3	135425	135497	-	73	1
YEL009C-A	NC_001137.3	136371	136778	-	408	93
YNCE0010W	NC_001137.3	138666	138737	+	72	0
YEL009C	NC_001137.3	138918	139763	-	846	34507
YEL008W	NC_001137.3	140512	140892	+	381	180
YEL007W	NC_001137.3	141892	143892	+	2001	2720
YEL006W	NC_001137.3	144327	145334	+	1008	2796
YEL005C	NC_001137.3	145907	146755	-	849	1714
YEL004W	NC_001137.3	146951	147979	+	1029	1164
YEL003W	NC_001137.3;NC_001137.3	148176;148283	148194;148599	+;+	336	1744
YEL002C	NC_001137.3	148722	150014	-	1293	7261
YEL001C	NC_001137.3	150301	150978	-	678	5402
YER001W	NC_001137.3	153520	155808	+	2289	2475
YER002W	NC_001137.3	156803	157498	+	696	4468
YER003C	NC_001137.3;NC_001137.3	157736;159088	158994;159118	-;-	1290	5902
YER004W	NC_001137.3	159580	160275	+	696	5005
YER005W	NC_001137.3	160550	162442	+	1893	4018
YER006W	NC_001137.3	162723	164285	+	1563	3508
YER007W	NC_001137.3	164527	166083	+	1557	1097
YER007C-A	NC_001137.3;NC_001137.3	166237;166875	166771;166885	-;-	546	3498
YNCE0011C	NC_001137.3	167427	167586	-	160	90
YER008C	NC_001137.3	167808	171818	-	4011	4435
YER009W	NC_001137.3	172115	172492	+	378	8251
YER010C	NC_001137.3	172634	173338	-	705	3721
YER011W	NC_001137.3	175248	176012	+	765	124567
YNCE0012W	NC_001137.3	177099	177170	+	72	8
YER012W	NC_001137.3	177835	178431	+	597	6671
YER013W	NC_001137.3	178841	182278	+	3438	3086
YER014W	NC_001137.3	182600	184219	+	1620	4308
YER014C-A	NC_001137.3;NC_001137.3	183731;184678	184169;184700	-;-	462	0
YER015W	NC_001137.3	184541	186775	+	2235	1671
YER016W	NC_001137.3	188277	189311	+	1035	2106
YER017C	NC_001137.3	189503	191788	-	2286	5274
YER018C	NC_001137.3	191959	192624	-	666	3058
YER019W	NC_001137.3	192797	194230	+	1434	5913
YER019C-A	NC_001137.3	194273	194539	-	267	6416
YER020W	NC_001137.3	195168	196517	+	1350	5910
YER021W	NC_001137.3	196948	198519	+	1572	8249
YER022W	NC_001137.3	198812	200875	+	2064	2503
YER023W	NC_001137.3	201076	201936	+	861	8512
YER024W	NC_001137.3	202192	204963	+	2772	17659
YER025W	NC_001137.3	205251	206834	+	1584	6662
YNCE0013W	NC_001137.3	207357	207428	+	72	5
YER026C	NC_001137.3	207644	208474	-	831	4152
YER027C	NC_001137.3	208979	210232	-	1254	3188
YER028C	NC_001137.3	210692	211876	-	1185	1612
YER029C	NC_001137.3	212587	213177	-	591	2420
YER030W	NC_001137.3	213437	213898	+	462	3257
YER031C	NC_001137.3	214076	214747	-	672	5843
YER032W	NC_001137.3	215063	217693	+	2631	2186
YER033C	NC_001137.3	218057	221287	-	3231	1355
YER034W	NC_001137.3	221846	222403	+	558	2837
YER035W	NC_001137.3	222639	223076	+	438	5995
YER036C	NC_001137.3	223367	225199	-	1833	9138
YER037W	NC_001137.3	225889	226854	+	966	5910
YER038C	NC_001137.3	226858	228252	-	1395	1393
YER038W-A	NC_001137.3	228451	228831	+	381	5
YER039C	NC_001137.3	228456	229205	-	750	744
YER039C-A	NC_001137.3	229263	229481	-	219	468
YER040W	NC_001137.3	229795	231987	+	2193	3581
YER041W	NC_001137.3	232461	234740	+	2280	2830
YER042W	NC_001137.3	234937	235491	+	555	3580
YER043C	NC_001137.3	235770	237119	-	1350	23287
YER044C	NC_001137.3	237570	238016	-	447	5703
YER044C-A	NC_001137.3;NC_001137.3	238460;239712	239623;239774	-;-	1227	136
YER045C	NC_001137.3	240032	241501	-	1470	4649
YER046W	NC_001137.3	243180	243611	+	432	2882
YER047C	NC_001137.3	243810	246503	-	2694	2438
YER048C	NC_001137.3	246982	248157	-	1176	4235
YNCE0014W	NC_001137.3	250286	250357	+	72	2
YER048W-A	NC_001137.3	250718	251002	+	285	1802
YER049W	NC_001137.3	251728	253662	+	1935	5843
YER050C	NC_001137.3	253971	254387	-	417	2827
YER051W	NC_001137.3	254656	256134	+	1479	2185
YER052C	NC_001137.3	256375	257958	-	1584	42371
YER053C	NC_001137.3	258737	259639	-	903	3584
YER053C-A	NC_001137.3	260933	261046	-	114	51
YER054C	NC_001137.3	262052	263698	-	1647	1258
YER055C	NC_001137.3	264892	265785	-	894	30267
YER056C	NC_001137.3	266512	268113	-	1602	24227
YER056C-A	NC_001137.3;NC_001137.3	269423;270149	269751;270185	-;-	366	9457
YER057C	NC_001137.3	270737	271126	-	390	7761
YER058W	NC_001137.3	271768	272091	+	324	872
YER059W	NC_001137.3	272624	273886	+	1263	2623
YER060W	NC_001137.3	274567	276153	+	1587	1746
YER060W-A	NC_001137.3	276572	278164	+	1593	2192
YER061C	NC_001137.3	278298	279626	-	1329	3186
YER062C	NC_001137.3	279930	280682	-	753	13237
YER063W	NC_001137.3	281710	282366	+	657	5993
YER064C	NC_001137.3	282705	284222	-	1518	3441
YER065C	NC_001137.3	285241	286914	-	1674	3501
YNCE0015C	NC_001137.3	288443	288524	-	82	20
YER066W	NC_001137.3	290242	290799	+	558	877
YER067W	NC_001137.3	292066	292551	+	486	2622
YER068W	NC_001137.3	293050	294813	+	1764	4012
YER069W	NC_001137.3	295410	298001	+	2592	39774
YER070W	NC_001137.3	298950	301616	+	2667	16364
YER071C	NC_001137.3	301947	302327	-	381	1376
YER072W	NC_001137.3	302806	303195	+	390	5361
YER073W	NC_001137.3	304030	305592	+	1563	23599
YER074W	NC_001137.3;NC_001137.3	306323;306792	306325;307196	+;+	408	13776
YER074W-A	NC_001137.3;NC_001137.3;NC_001137.3	307653;307849;308068	307746;307956;308123	+;+;+	258	2569
YER075C	NC_001137.3	308413	311199	-	2787	2887
YNCE0016C	NC_001137.3	312023	312095	-	73	9
YER076C	NC_001137.3	312590	313498	-	909	1454
YER077C	NC_001137.3	314534	316600	-	2067	2103
YER078C	NC_001137.3	316807	318342	-	1536	3028
YER078W-A	NC_001137.3	318646	318810	+	165	36
YER079W	NC_001137.3	318920	319552	+	633	3727
YER080W	NC_001137.3	319963	321846	+	1884	5536
YNCE0017W	NC_001137.3	322212	322762	+	551	4449
YER081W	NC_001137.3	322686	324095	+	1410	10144
YER082C	NC_001137.3	324272	325936	-	1665	3118
YER083C	NC_001137.3	326174	327031	-	858	3946
YER084W	NC_001137.3	327065	327451	+	387	547
YER085C	NC_001137.3	327619	328140	-	522	257
YER086W	NC_001137.3	328477	330207	+	1731	16774
YER087W	NC_001137.3	330576	332306	+	1731	1402
YER087C-B	NC_001137.3	332582	332830	-	249	4313
YER088C	NC_001137.3	333176	335188	-	2013	8909
YER089C	NC_001137.3	335946	337340	-	1395	3758
YER090W	NC_001137.3	337949	339472	+	1524	11182
YER091C	NC_001137.3	339864	342167	-	2304	232820
YER092W	NC_001137.3	342855	343232	+	378	4904
YER093C	NC_001137.3	343320	347612	-	4293	2440
YER093C-A	NC_001137.3;NC_001137.3	347912;348277	348201;348400	-;-	414	654
YER094C	NC_001137.3	348729	349346	-	618	7217
YER095W	NC_001137.3	349980	351182	+	1203	2861
YER096W	NC_001137.3	351698	353236	+	1539	1306
YNCE0018W	NC_001137.3	354934	355005	+	72	1
YER098W	NC_001137.3	355466	357730	+	2265	1639
YER099C	NC_001137.3	358105	359061	-	957	3661
YER100W	NC_001137.3	359562	360314	+	753	6086
YER101C	NC_001137.3	360502	361794	-	1293	1479
YER102W	NC_001137.3	363100	363702	+	603	7340
YER103W	NC_001137.3	364589	366517	+	1929	8996
YER104W	NC_001137.3	366802	367428	+	627	1074
YER105C	NC_001137.3	367838	372013	-	4176	4418
YER106W	NC_001137.3	372326	373234	+	909	1117
YER107C	NC_001137.3	373448	374545	-	1098	2646
YER109C	NC_001137.3	375215	377614	-	2400	2295
YER110C	NC_001137.3	378762	382103	-	3342	7722
YER111C	NC_001137.3	382595	385876	-	3282	1933
YER112W	NC_001137.3	387232	387795	+	564	2979
YER113C	NC_001137.3	387932	390052	-	2121	1943
YER114C	NC_001137.3	390590	393712	-	3123	3587
YER115C	NC_001137.3	394292	394867	-	576	1777
YER116C	NC_001137.3	395348	396172	-	825	1943
YER117W	NC_001137.3;NC_001137.3	396769;397282	396810;397653	+;+	414	17280
YER118C	NC_001137.3	397952	399055	-	1104	1880
YER119C	NC_001137.3	399496	400842	-	1347	3541
YER120W	NC_001137.3	401135	401869	+	735	7285
YER121W	NC_001137.3	402375	402719	+	345	257
YER122C	NC_001137.3	402871	404352	-	1482	8338
YER123W	NC_001137.3	404813	406387	+	1575	2957
YER124C	NC_001137.3	407342	409063	-	1722	21344
YER125W	NC_001137.3	410189	412618	+	2430	5810
YER126C	NC_001137.3	413394	414179	-	786	3008
YER127W	NC_001137.3	414481	415554	+	1074	3331
YER128W	NC_001137.3	415859	416470	+	612	1427
YER129W	NC_001137.3	417281	420709	+	3429	5570
YER130C	NC_001137.3	421115	422446	-	1332	4360
YER131W	NC_001137.3	423952	424311	+	360	15500
YNCE0019W	NC_001137.3	424698	424883	+	186	671
YER132C	NC_001137.3	425188	430449	-	5262	2198
YNCE0020C	NC_001137.3	431129	431220	-	92	6
YER133W	NC_001137.3;NC_001137.3	432495;433197	432671;433958	+;+	939	9758
YNCE0021C	NC_001137.3	434541	434612	-	72	13
YNCE0022C	NC_001137.3	435752	435824	-	73	1
YER134C	NC_001137.3	437267	437803	-	537	1886
YER135C	NC_001137.3	437952	438344	-	393	95
YNCE0023W	NC_001137.3	438700	438773	+	74	0
YER136W	NC_001137.3	439616	440971	+	1356	6703
YER137C	NC_001137.3	441373	441819	-	447	491
YNCE0024W	NC_001137.3	441987	442508	+	522	441
YNCE0025C	NC_001137.3	443202	443275	-	74	2
YER138C	NC_001137.3	443756	449024	-	5269	1
YER137C-A	NC_001137.3	447702	449024	-	1323	0
YER138W-A	NC_001137.3	449474	449578	+	105	105
YER139C	NC_001137.3	450563	451243	-	681	1047
YER140W	NC_001137.3	451565	453235	+	1671	1522
YER141W	NC_001137.3	453459	454919	+	1461	2501
YER142C	NC_001137.3	455146	456036	-	891	1278
YER143W	NC_001137.3	456319	457605	+	1287	2525
YER144C	NC_001137.3	457806	460223	-	2418	2059
YER145C	NC_001137.3	460526	461740	-	1215	57276
YER145C-A	NC_001137.3	462386	462823	-	438	161
YER146W	NC_001137.3	462585	462866	+	282	345
YER147C	NC_001137.3	462968	464842	-	1875	2435
YER148W	NC_001137.3	465303	466025	+	723	6025
YER149C	NC_001137.3	466208	467470	-	1263	2136
YER150W	NC_001137.3	468370	468816	+	447	4950
YNCE0026W	NC_001137.3	469457	469530	+	74	9
YER151C	NC_001137.3	469686	472424	-	2739	5709
YER152C	NC_001137.3	472657	473988	-	1332	4487
YER153C	NC_001137.3	474041	474805	-	765	652
YER154W	NC_001137.3	475020	476228	+	1209	3524
YER155C	NC_001137.3	476345	482848	-	6504	4386
YER156C	NC_001137.3	483325	484341	-	1017	3263
YER157W	NC_001137.3	484788	487193	+	2406	2775
YNCE0027C	NC_001137.3	487331	487402	-	72	0
YER158C	NC_001137.3	488857	490578	-	1722	9618
YER159C	NC_001137.3	491530	491958	-	429	11683
YNCE0028C	NC_001137.3	492352	492424	-	73	10
YER160C	NC_001137.3	492856	498124	-	5269	5
YER159C-A	NC_001137.3	496802	498124	-	1323	0
YER161C	NC_001137.3	499347	500348	-	1002	4425
YER162C	NC_001137.3	500630	502894	-	2265	3523
YER163C	NC_001137.3	503084	503782	-	699	2146
YER164W	NC_001137.3	505392	509798	+	4407	3510
YER165W	NC_001137.3	510373	512106	+	1734	20548
YER166W	NC_001137.3	512744	517459	+	4716	4683
YER167W	NC_001137.3	518216	520771	+	2556	3969
YER168C	NC_001137.3	521029	522669	-	1641	2923
YER169W	NC_001137.3	523369	525759	+	2391	5144
YER170W	NC_001137.3	525974	526651	+	678	941
YER171W	NC_001137.3	527082	529418	+	2337	2921
YER172C	NC_001137.3	529530	536021	-	6492	2828
YER173W	NC_001137.3	536300	538279	+	1980	2202
YER174C	NC_001137.3	538434	539168	-	735	2741
YER175C	NC_001137.3	539464	540363	-	900	12929
YER175W-A	NC_001137.3	540650	540814	+	165	177
YER176W	NC_001137.3	541690	545055	+	3366	8849
YER177W	NC_001137.3	545611	546414	+	804	42636
YER178W	NC_001137.3	546817	548079	+	1263	22448
YER179W	NC_001137.3;NC_001137.3	548421;548645	548552;549517	+;+	1005	1065
YER180C	NC_001137.3	549724	550527	-	804	1790
YER180C-A	NC_001137.3	550865	551122	-	258	560
YNCE0029C	NC_001137.3	551285	551358	-	74	1
YER181C	NC_001137.3	551473	551796	-	324	37
YER182W	NC_001137.3	552525	553259	+	735	1591
YER183C	NC_001137.3	553334	553969	-	636	1484
YER184C	NC_001137.3	556296	558680	-	2385	1362
YER185W	NC_001137.3	559454	560365	+	912	427
YER186C	NC_001137.3	561705	562625	-	921	3264
YER187W	NC_001137.3	566230	566655	+	426	1431
YER188W	NC_001137.3	568040	568759	+	720	5888
YER188C-A	NC_001137.3	569608	569907	-	300	15
YER189W	NC_001137.3	571155	571523	+	369	0
YER190W	NC_001137.3	571480	576525	+	5046	39
YER190C-B	NC_001137.3	575680	576162	-	483	0
YFL068W	NC_001138.5	53	535	+	483	2
YFL067W	NC_001138.5	836	1363	+	528	101
YFL066C	NC_001138.5	1437	2615	-	1179	35
YFL065C	NC_001138.5	3030	3338	-	309	23
YFL064C	NC_001138.5	3322	3846	-	525	19
YFL062W	NC_001138.5	6426	7565	+	1140	98
YFL061W	NC_001138.5	9545	10222	+	678	33
YFL060C	NC_001138.5	10301	10969	-	669	107
YFL059W	NC_001138.5	11363	12259	+	897	288
YFL058W	NC_001138.5	12929	13951	+	1023	53
YFL056C	NC_001138.5	14305	15431	-	1127	1100
YFL055W	NC_001138.5	17004	18680	+	1677	787
YFL054C	NC_001138.5	20847	22787	-	1941	1996
YFL053W	NC_001138.5	23423	25198	+	1776	474
YFL052W	NC_001138.5	28232	29629	+	1398	461
YFL051C	NC_001138.5	30058	30540	-	483	148
YFL050C	NC_001138.5	33272	35848	-	2577	2270
YFL049W	NC_001138.5	36803	38674	+	1872	2740
YFL048C	NC_001138.5	38843	40180	-	1338	4113
YFL047W	NC_001138.5	40421	42565	+	2145	3820
YFL046W	NC_001138.5	42815	43438	+	624	2468
YFL045C	NC_001138.5	43628	44392	-	765	11879
YFL044C	NC_001138.5	44655	45560	-	906	1886
YFL042C	NC_001138.5	45720	47744	-	2025	4274
YFL041W-A	NC_001138.5	48734	48925	+	192	307
YFL041W	NC_001138.5	49139	51007	+	1869	3612
YFL040W	NC_001138.5	51350	52972	+	1623	605
YFL039C	NC_001138.5;NC_001138.5	53260;54687	54377;54696	-;-	1128	50656
YFL038C	NC_001138.5	55366	55986	-	621	19527
YFL037W	NC_001138.5	56336	57709	+	1374	10740
YNCF0001C	NC_001138.5	57815	58521	-	707	111
YFL036W	NC_001138.5	58782	62837	+	4056	3100
YFL034C-B	NC_001138.5;NC_001138.5	63016;63974	63859;63993	-;-	864	2042
YFL034C-A	NC_001138.5;NC_001138.5	64243;64921	64599;64932	-;-	369	6128
YFL034W	NC_001138.5	65477	68698	+	3222	2611
YFL033C	NC_001138.5	69115	74427	-	5313	2564
YFL031W	NC_001138.5;NC_001138.5	75179;76092	75839;76147	+;+	717	7597
YFL030W	NC_001138.5	76831	77988	+	1158	1782
YFL029C	NC_001138.5	78055	79161	-	1107	3225
YFL028C	NC_001138.5	79344	80213	-	870	6920
YFL027C	NC_001138.5	80419	81912	-	1494	1550
YFL026W	NC_001138.5	82580	83875	+	1296	1220
YFL025C	NC_001138.5	84145	87234	-	3090	2526
YFL024C	NC_001138.5	87847	90345	-	2499	3594
YFL023W	NC_001138.5	90986	93376	+	2391	2683
YFL022C	NC_001138.5	93499	95010	-	1512	8655
YFL021W	NC_001138.5	95966	97498	+	1533	4961
YFL020C	NC_001138.5	99231	99599	-	369	1003
YFL019C	NC_001138.5	100252	100605	-	354	671
YNCF0002W	NC_001138.5;NC_001138.5	101376;101443	101411;101478	+;+	72	1
YFL018C	NC_001138.5	101628	103127	-	1500	13699
YFL017W-A	NC_001138.5	103699	103932	+	234	1158
YFL017C	NC_001138.5	103983	104462	-	480	1983
YFL016C	NC_001138.5	104701	106236	-	1536	6503
YFL015C	NC_001138.5	106469	106963	-	495	149
YFL014W	NC_001138.5	107256	107585	+	330	22341
YFL013C	NC_001138.5	107852	109930	-	2079	4958
YFL012W	NC_001138.5	110647	111093	+	447	532
YFL011W	NC_001138.5	112345	113985	+	1641	409
YFL010W-A	NC_001138.5	114990	115274	+	285	869
YFL010C	NC_001138.5	115108	115743	-	636	6588
YFL009W	NC_001138.5	116145	118484	+	2340	3971
YFL008W	NC_001138.5	119429	123106	+	3678	2353
YFL007W	NC_001138.5	123479	129910	+	6432	4120
YFL005W	NC_001138.5	130334	130981	+	648	6325
YNCF0003C	NC_001138.5	131061	131503	-	443	722
