# Program:featureCounts v1.6.3; Command:"/usr/bin/featureCounts" "-p" "-g" "gene_id" "-a" "/scratch_tmp/grp/msc_appbio/group8/data/raw/ncbi_dataset/data/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166446/counts.txt" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166446/theAlignmentAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166446/theAlignmentAligned.sortedByCoord.out.bam
YER030W	NC_001137.3	213437	213898	+	462	3066
YER031C	NC_001137.3	214076	214747	-	672	4168
YER032W	NC_001137.3	215063	217693	+	2631	1567
YER033C	NC_001137.3	218057	221287	-	3231	1031
YER034W	NC_001137.3	221846	222403	+	558	1901
YER035W	NC_001137.3	222639	223076	+	438	8893
YER036C	NC_001137.3	223367	225199	-	1833	10517
YER037W	NC_001137.3	225889	226854	+	966	2283
YER038C	NC_001137.3	226858	228252	-	1395	928
YER038W-A	NC_001137.3	228451	228831	+	381	10
YER039C	NC_001137.3	228456	229205	-	750	554
YER039C-A	NC_001137.3	229263	229481	-	219	295
YER040W	NC_001137.3	229795	231987	+	2193	1573
YER041W	NC_001137.3	232461	234740	+	2280	2906
YER042W	NC_001137.3	234937	235491	+	555	1621
YER043C	NC_001137.3	235770	237119	-	1350	18170
YER044C	NC_001137.3	237570	238016	-	447	5801
YER044C-A	NC_001137.3;NC_001137.3	238460;239712	239623;239774	-;-	1227	133
YER045C	NC_001137.3	240032	241501	-	1470	4700
YER046W	NC_001137.3	243180	243611	+	432	4963
YER047C	NC_001137.3	243810	246503	-	2694	2251
YER048C	NC_001137.3	246982	248157	-	1176	3818
YNCE0014W	NC_001137.3	250286	250357	+	72	1
YER048W-A	NC_001137.3	250718	251002	+	285	1165
YER049W	NC_001137.3	251728	253662	+	1935	3269
YER050C	NC_001137.3	253971	254387	-	417	2891
YER051W	NC_001137.3	254656	256134	+	1479	1865
YER052C	NC_001137.3	256375	257958	-	1584	8999
YER053C	NC_001137.3	258737	259639	-	903	2439
YER053C-A	NC_001137.3	260933	261046	-	114	279
YER054C	NC_001137.3	262052	263698	-	1647	4958
YER055C	NC_001137.3	264892	265785	-	894	7845
YER056C	NC_001137.3	266512	268113	-	1602	27526
YER056C-A	NC_001137.3;NC_001137.3	269423;270149	269751;270185	-;-	366	10648
YER057C	NC_001137.3	270737	271126	-	390	7527
YER058W	NC_001137.3	271768	272091	+	324	1030
YER059W	NC_001137.3	272624	273886	+	1263	2121
YER060W	NC_001137.3	274567	276153	+	1587	760
YER060W-A	NC_001137.3	276572	278164	+	1593	468
YER061C	NC_001137.3	278298	279626	-	1329	1539
YER062C	NC_001137.3	279930	280682	-	753	17653
YER063W	NC_001137.3	281710	282366	+	657	5594
YER064C	NC_001137.3	282705	284222	-	1518	5609
YER065C	NC_001137.3	285241	286914	-	1674	3511
YNCE0015C	NC_001137.3	288443	288524	-	82	27
YER066W	NC_001137.3	290242	290799	+	558	893
YER067W	NC_001137.3	292066	292551	+	486	9774
YER068W	NC_001137.3	293050	294813	+	1764	2945
YER069W	NC_001137.3	295410	298001	+	2592	8444
YER070W	NC_001137.3	298950	301616	+	2667	11259
YER071C	NC_001137.3	301947	302327	-	381	1457
YER072W	NC_001137.3	302806	303195	+	390	4245
YER073W	NC_001137.3	304030	305592	+	1563	9443
YER074W	NC_001137.3;NC_001137.3	306323;306792	306325;307196	+;+	408	14174
YER074W-A	NC_001137.3;NC_001137.3;NC_001137.3	307653;307849;308068	307746;307956;308123	+;+;+	258	2435
YER075C	NC_001137.3	308413	311199	-	2787	3708
YNCE0016C	NC_001137.3	312023	312095	-	73	112
YER076C	NC_001137.3	312590	313498	-	909	1117
YER077C	NC_001137.3	314534	316600	-	2067	2075
YER078C	NC_001137.3	316807	318342	-	1536	2177
YER078W-A	NC_001137.3	318646	318810	+	165	21
YER079W	NC_001137.3	318920	319552	+	633	4929
YER080W	NC_001137.3	319963	321846	+	1884	5189
YNCE0017W	NC_001137.3	322212	322762	+	551	5976
YER081W	NC_001137.3	322686	324095	+	1410	10921
YER082C	NC_001137.3	324272	325936	-	1665	2943
YER083C	NC_001137.3	326174	327031	-	858	2981
YER084W	NC_001137.3	327065	327451	+	387	957
YER085C	NC_001137.3	327619	328140	-	522	766
YER086W	NC_001137.3	328477	330207	+	1731	7172
YER087W	NC_001137.3	330576	332306	+	1731	1207
YER087C-B	NC_001137.3	332582	332830	-	249	4188
YER088C	NC_001137.3	333176	335188	-	2013	5404
YER089C	NC_001137.3	335946	337340	-	1395	2537
YER090W	NC_001137.3	337949	339472	+	1524	5217
YER091C	NC_001137.3	339864	342167	-	2304	15581
YER092W	NC_001137.3	342855	343232	+	378	1395
YER093C	NC_001137.3	343320	347612	-	4293	1393
YER093C-A	NC_001137.3;NC_001137.3	347912;348277	348201;348400	-;-	414	784
YER094C	NC_001137.3	348729	349346	-	618	6896
YER095W	NC_001137.3	349980	351182	+	1203	4529
YER096W	NC_001137.3	351698	353236	+	1539	1596
YNCE0018W	NC_001137.3	354934	355005	+	72	0
YER098W	NC_001137.3	355466	357730	+	2265	1413
YER099C	NC_001137.3	358105	359061	-	957	3248
YER100W	NC_001137.3	359562	360314	+	753	6218
YER101C	NC_001137.3	360502	361794	-	1293	1886
YER102W	NC_001137.3	363100	363702	+	603	6698
YER103W	NC_001137.3	364589	366517	+	1929	8761
YER104W	NC_001137.3	366802	367428	+	627	832
YER105C	NC_001137.3	367838	372013	-	4176	3161
YER106W	NC_001137.3	372326	373234	+	909	1301
YER107C	NC_001137.3	373448	374545	-	1098	2005
YER109C	NC_001137.3	375215	377614	-	2400	1619
YER110C	NC_001137.3	378762	382103	-	3342	8131
YER111C	NC_001137.3	382595	385876	-	3282	1717
YER112W	NC_001137.3	387232	387795	+	564	2867
YER113C	NC_001137.3	387932	390052	-	2121	1551
YER114C	NC_001137.3	390590	393712	-	3123	2751
YER115C	NC_001137.3	394292	394867	-	576	1576
YER116C	NC_001137.3	395348	396172	-	825	1771
YER117W	NC_001137.3;NC_001137.3	396769;397282	396810;397653	+;+	414	16581
YER118C	NC_001137.3	397952	399055	-	1104	1386
YER119C	NC_001137.3	399496	400842	-	1347	2057
YER120W	NC_001137.3	401135	401869	+	735	6998
YER121W	NC_001137.3	402375	402719	+	345	588
YER122C	NC_001137.3	402871	404352	-	1482	7490
YER123W	NC_001137.3	404813	406387	+	1575	1759
YER124C	NC_001137.3	407342	409063	-	1722	8462
YER125W	NC_001137.3	410189	412618	+	2430	5219
YER126C	NC_001137.3	413394	414179	-	786	3774
YER127W	NC_001137.3	414481	415554	+	1074	3094
YER128W	NC_001137.3	415859	416470	+	612	998
YER129W	NC_001137.3	417281	420709	+	3429	4367
YER130C	NC_001137.3	421115	422446	-	1332	2671
YER131W	NC_001137.3	423952	424311	+	360	15808
YNCE0019W	NC_001137.3	424698	424883	+	186	539
YER132C	NC_001137.3	425188	430449	-	5262	1771
YNCE0020C	NC_001137.3	431129	431220	-	92	5
YER133W	NC_001137.3;NC_001137.3	432495;433197	432671;433958	+;+	939	9942
YNCE0021C	NC_001137.3	434541	434612	-	72	6
YNCE0022C	NC_001137.3	435752	435824	-	73	0
YER134C	NC_001137.3	437267	437803	-	537	1292
YER135C	NC_001137.3	437952	438344	-	393	53
YNCE0023W	NC_001137.3	438700	438773	+	74	0
YER136W	NC_001137.3	439616	440971	+	1356	6025
YER137C	NC_001137.3	441373	441819	-	447	545
YNCE0024W	NC_001137.3	441987	442508	+	522	714
YNCE0025C	NC_001137.3	443202	443275	-	74	7
YER138C	NC_001137.3	443756	449024	-	5269	4
YER137C-A	NC_001137.3	447702	449024	-	1323	0
YER138W-A	NC_001137.3	449474	449578	+	105	36
YER139C	NC_001137.3	450563	451243	-	681	925
YER140W	NC_001137.3	451565	453235	+	1671	1106
YER141W	NC_001137.3	453459	454919	+	1461	3487
YER142C	NC_001137.3	455146	456036	-	891	1460
YER143W	NC_001137.3	456319	457605	+	1287	3181
YER144C	NC_001137.3	457806	460223	-	2418	1442
YER145C	NC_001137.3	460526	461740	-	1215	24160
YER145C-A	NC_001137.3	462386	462823	-	438	80
YER146W	NC_001137.3	462585	462866	+	282	203
YER147C	NC_001137.3	462968	464842	-	1875	1969
YER148W	NC_001137.3	465303	466025	+	723	5352
YER149C	NC_001137.3	466208	467470	-	1263	1725
YER150W	NC_001137.3	468370	468816	+	447	11812
YNCE0026W	NC_001137.3	469457	469530	+	74	8
YER151C	NC_001137.3	469686	472424	-	2739	4844
YER152C	NC_001137.3	472657	473988	-	1332	2835
YER153C	NC_001137.3	474041	474805	-	765	493
YER154W	NC_001137.3	475020	476228	+	1209	3076
YER155C	NC_001137.3	476345	482848	-	6504	3646
YER156C	NC_001137.3	483325	484341	-	1017	3601
YER157W	NC_001137.3	484788	487193	+	2406	2559
YNCE0027C	NC_001137.3	487331	487402	-	72	0
YER158C	NC_001137.3	488857	490578	-	1722	9820
YER159C	NC_001137.3	491530	491958	-	429	9510
YNCE0028C	NC_001137.3	492352	492424	-	73	2
YER160C	NC_001137.3	492856	498124	-	5269	4
YER159C-A	NC_001137.3	496802	498124	-	1323	0
YER161C	NC_001137.3	499347	500348	-	1002	3592
YER162C	NC_001137.3	500630	502894	-	2265	2629
YER163C	NC_001137.3	503084	503782	-	699	1552
YER164W	NC_001137.3	505392	509798	+	4407	2897
YER165W	NC_001137.3	510373	512106	+	1734	22356
YER166W	NC_001137.3	512744	517459	+	4716	4217
YER167W	NC_001137.3	518216	520771	+	2556	4114
YER168C	NC_001137.3	521029	522669	-	1641	2162
YER169W	NC_001137.3	523369	525759	+	2391	5357
YER170W	NC_001137.3	525974	526651	+	678	777
YER171W	NC_001137.3	527082	529418	+	2337	2120
YER172C	NC_001137.3	529530	536021	-	6492	2534
YER173W	NC_001137.3	536300	538279	+	1980	1851
YER174C	NC_001137.3	538434	539168	-	735	2322
YER175C	NC_001137.3	539464	540363	-	900	2709
YER175W-A	NC_001137.3	540650	540814	+	165	78
YER176W	NC_001137.3	541690	545055	+	3366	5444
YER177W	NC_001137.3	545611	546414	+	804	36520
YER178W	NC_001137.3	546817	548079	+	1263	16317
YER179W	NC_001137.3;NC_001137.3	548421;548645	548552;549517	+;+	1005	779
YER180C	NC_001137.3	549724	550527	-	804	1467
YER180C-A	NC_001137.3	550865	551122	-	258	433
YNCE0029C	NC_001137.3	551285	551358	-	74	2
YER181C	NC_001137.3	551473	551796	-	324	20
YER182W	NC_001137.3	552525	553259	+	735	2957
YER183C	NC_001137.3	553334	553969	-	636	1458
YER184C	NC_001137.3	556296	558680	-	2385	717
YER185W	NC_001137.3	559454	560365	+	912	263
YER186C	NC_001137.3	561705	562625	-	921	3032
YER187W	NC_001137.3	566230	566655	+	426	1122
YER188W	NC_001137.3	568040	568759	+	720	5864
YER188C-A	NC_001137.3	569608	569907	-	300	25
YER189W	NC_001137.3	571155	571523	+	369	0
YER190W	NC_001137.3	571480	576525	+	5046	22
YER190C-B	NC_001137.3	575680	576162	-	483	0
YFL068W	NC_001138.5	53	535	+	483	1
YFL067W	NC_001138.5	836	1363	+	528	108
YFL066C	NC_001138.5	1437	2615	-	1179	33
YFL065C	NC_001138.5	3030	3338	-	309	21
YFL064C	NC_001138.5	3322	3846	-	525	21
YFL062W	NC_001138.5	6426	7565	+	1140	75
YFL061W	NC_001138.5	9545	10222	+	678	16
YFL060C	NC_001138.5	10301	10969	-	669	96
YFL059W	NC_001138.5	11363	12259	+	897	246
YFL058W	NC_001138.5	12929	13951	+	1023	84
YFL056C	NC_001138.5	14305	15431	-	1127	987
YFL055W	NC_001138.5	17004	18680	+	1677	761
YFL054C	NC_001138.5	20847	22787	-	1941	1968
YFL053W	NC_001138.5	23423	25198	+	1776	630
YFL052W	NC_001138.5	28232	29629	+	1398	1043
YFL051C	NC_001138.5	30058	30540	-	483	366
YFL050C	NC_001138.5	33272	35848	-	2577	1747
YFL049W	NC_001138.5	36803	38674	+	1872	2040
YFL048C	NC_001138.5	38843	40180	-	1338	3143
YFL047W	NC_001138.5	40421	42565	+	2145	2810
YFL046W	NC_001138.5	42815	43438	+	624	1662
YFL045C	NC_001138.5	43628	44392	-	765	11419
YFL044C	NC_001138.5	44655	45560	-	906	2566
YFL042C	NC_001138.5	45720	47744	-	2025	4138
YFL041W-A	NC_001138.5	48734	48925	+	192	340
YFL041W	NC_001138.5	49139	51007	+	1869	2764
YFL040W	NC_001138.5	51350	52972	+	1623	593
YFL039C	NC_001138.5;NC_001138.5	53260;54687	54377;54696	-;-	1128	41555
YFL038C	NC_001138.5	55366	55986	-	621	18298
YFL037W	NC_001138.5	56336	57709	+	1374	8051
YNCF0001C	NC_001138.5	57815	58521	-	707	85
YFL036W	NC_001138.5	58782	62837	+	4056	5334
YFL034C-B	NC_001138.5;NC_001138.5	63016;63974	63859;63993	-;-	864	1887
YFL034C-A	NC_001138.5;NC_001138.5	64243;64921	64599;64932	-;-	369	5590
YFL034W	NC_001138.5	65477	68698	+	3222	1987
YFL033C	NC_001138.5	69115	74427	-	5313	2970
YFL031W	NC_001138.5;NC_001138.5	75179;76092	75839;76147	+;+	717	5458
YFL030W	NC_001138.5	76831	77988	+	1158	2321
YFL029C	NC_001138.5	78055	79161	-	1107	2022
YFL028C	NC_001138.5	79344	80213	-	870	2513
YFL027C	NC_001138.5	80419	81912	-	1494	1281
YFL026W	NC_001138.5	82580	83875	+	1296	714
YFL025C	NC_001138.5	84145	87234	-	3090	1614
YFL024C	NC_001138.5	87847	90345	-	2499	2780
YFL023W	NC_001138.5	90986	93376	+	2391	2948
YFL022C	NC_001138.5	93499	95010	-	1512	7918
YFL021W	NC_001138.5	95966	97498	+	1533	2583
YFL020C	NC_001138.5	99231	99599	-	369	1326
YFL019C	NC_001138.5	100252	100605	-	354	304
YNCF0002W	NC_001138.5;NC_001138.5	101376;101443	101411;101478	+;+	72	1
YFL018C	NC_001138.5	101628	103127	-	1500	20215
YFL017W-A	NC_001138.5	103699	103932	+	234	977
YFL017C	NC_001138.5	103983	104462	-	480	1558
YFL016C	NC_001138.5	104701	106236	-	1536	7813
YFL015C	NC_001138.5	106469	106963	-	495	78
YFL014W	NC_001138.5	107256	107585	+	330	54070
YFL013C	NC_001138.5	107852	109930	-	2079	6505
YFL012W	NC_001138.5	110647	111093	+	447	737
YFL011W	NC_001138.5	112345	113985	+	1641	1758
YFL010W-A	NC_001138.5	114990	115274	+	285	507
YFL010C	NC_001138.5	115108	115743	-	636	3485
YFL009W	NC_001138.5	116145	118484	+	2340	2983
YFL008W	NC_001138.5	119429	123106	+	3678	2560
YFL007W	NC_001138.5	123479	129910	+	6432	5915
YFL005W	NC_001138.5	130334	130981	+	648	6052
YNCF0003C	NC_001138.5	131061	131503	-	443	707
YFL004W	NC_001138.5	131810	134296	+	2487	2939
YFL003C	NC_001138.5	134521	137157	-	2637	782
YNCF0004C	NC_001138.5	137486	137559	-	74	2
YFL002W-A	NC_001138.5	138204	143517	+	5314	4
YFL002W-B	NC_001138.5	138204	139520	+	1317	0
YFL002C	NC_001138.5	145114	146934	-	1821	2340
YFL001W	NC_001138.5	147131	148459	+	1329	1602
YFR001W	NC_001138.5	149110	149724	+	615	2618
YFR002W	NC_001138.5	150016	152535	+	2520	2959
YFR003C	NC_001138.5	152657	153124	-	468	2492
YFR004W	NC_001138.5	153393	154313	+	921	6402
YFR005C	NC_001138.5	154527	155873	-	1347	2012
YFR006W	NC_001138.5	156145	157752	+	1608	5583
YNCF0005C	NC_001138.5;NC_001138.5	157916;157971	157951;158007	-;-	73	0
YFR007W	NC_001138.5	159299	160360	+	1062	1316
YFR008W	NC_001138.5	160535	161200	+	666	902
YNCF0006W	NC_001138.5	162228	162298	+	71	1
YFR009W	NC_001138.5	162488	164746	+	2259	4412
YFR010W	NC_001138.5	165067	166566	+	1500	6252
YFR011C	NC_001138.5	166746	167258	-	513	2610
YNCF0007W	NC_001138.5;NC_001138.5	167437;167490	167475;167525	+;+	75	0
YFR012W	NC_001138.5	167888	168496	+	609	429
YFR012W-A	NC_001138.5	169224	169310	+	87	69
YFR013W	NC_001138.5	169922	172285	+	2364	2641
YFR014C	NC_001138.5	172537	173877	-	1341	8108
YFR015C	NC_001138.5	174265	176391	-	2127	7993
YFR016C	NC_001138.5	177042	180743	-	3702	5950
YNCF0008C	NC_001138.5	180974	181044	-	71	0
YFR017C	NC_001138.5	182274	182861	-	588	3585
YFR018C	NC_001138.5	183131	184222	-	1092	2915
YFR019W	NC_001138.5	184502	191338	+	6837	2120
YNCF0009C	NC_001138.5;NC_001138.5	191513;191577	191557;191613	-;-	82	0
YFR020W	NC_001138.5	192737	193435	+	699	921
YFR021W	NC_001138.5	194812	196314	+	1503	1481
YFR022W	NC_001138.5	196833	199034	+	2202	970
YNCF0010C	NC_001138.5	199299	199813	-	515	21
YFR023W	NC_001138.5	199874	201709	+	1836	1497
YFR024C-A	NC_001138.5;NC_001138.5	201960;203387	203292;203433	-;-	1380	5776
YFR025C	NC_001138.5	203743	204750	-	1008	2040
YNCF0011C	NC_001138.5	204924	204996	-	73	4
YFR026C	NC_001138.5	205748	206257	-	510	665
YFR027W	NC_001138.5	207452	208297	+	846	849
YFR028C	NC_001138.5	208413	210068	-	1656	2980
YNCF0012C	NC_001138.5;NC_001138.5	210619;210669	210654;210707	-;-	75	0
YFR029W	NC_001138.5	210937	212973	+	2037	1177
YFR030W	NC_001138.5	213312	216419	+	3108	4266
YFR031C	NC_001138.5	216594	220106	-	3513	2598
YFR031C-A	NC_001138.5;NC_001138.5	220507;221415	221267;221418	-;-	765	15773
YNCF0013W	NC_001138.5	221714	221967	+	254	22
YFR032C	NC_001138.5	222090	222959	-	870	903
YFR032C-A	NC_001138.5	223258	223437	-	180	17711
YFR032C-B	NC_001138.5	223710	223973	-	264	350
YFR033C	NC_001138.5	224326	224769	-	444	12780
YFR034C	NC_001138.5	225020	225958	-	939	3866
YFR035C	NC_001138.5	226121	226465	-	345	40
YFR035W-A	NC_001138.5	226260	226550	+	291	383
YNCF0014C	NC_001138.5	226688	226760	-	73	0
YFR036W	NC_001138.5	226963	227337	+	375	1204
YFR037C	NC_001138.5	227513	229186	-	1674	8542
YFR038W	NC_001138.5	229380	231941	+	2562	2072
YFR039C	NC_001138.5	232012	233544	-	1533	2515
YFR040W	NC_001138.5	234242	237250	+	3009	5314
YFR041C	NC_001138.5	237368	238255	-	888	1711
YFR042W	NC_001138.5	238458	239060	+	603	592
YFR043C	NC_001138.5	239114	239827	-	714	1138
YFR044C	NC_001138.5	239992	241437	-	1446	7427
YFR045W	NC_001138.5;NC_001138.5	241998;242082	242009;242999	+;+	930	1322
YFR046C	NC_001138.5	243074	244159	-	1086	1266
YFR047C	NC_001138.5	244279	245166	-	888	7601
YFR048W	NC_001138.5	246146	248134	+	1989	2259
YFR049W	NC_001138.5	248523	248894	+	372	3545
YFR050C	NC_001138.5	249066	249866	-	801	6917
YFR051C	NC_001138.5	250163	251803	-	1641	5413
YFR052W	NC_001138.5	252505	253329	+	825	4848
YFR053C	NC_001138.5	253592	255049	-	1458	396276
YFR054C	NC_001138.5	258855	259433	-	579	100
YFR055W	NC_001138.5	264204	265226	+	1023	1295
YFR057W	NC_001138.5	269061	269516	+	456	29
YGL263W	NC_001139.9	2790	3932	+	1143	897
YGL262W	NC_001139.9	5312	5839	+	528	393
YGL261C	NC_001139.9	6290	6652	-	363	28
YGL260W	NC_001139.9	6860	7090	+	231	6
YGL259W	NC_001139.9	8470	8967	+	498	240
YGL258W-A	NC_001139.9	9162	9395	+	234	183
YGL258W	NC_001139.9	11110	11730	+	621	3629
YGL257C	NC_001139.9	12481	14157	-	1677	8897
YGL256W	NC_001139.9	15159	16307	+	1149	100150
YNCG0047C	NC_001139.9	17213	17709	-	497	402
YGL255W	NC_001139.9	20978	22108	+	1131	213214
YGL254W	NC_001139.9	22304	23203	+	900	1201
YGL253W	NC_001139.9	23935	25395	+	1461	30251
YGL252C	NC_001139.9	25718	27484	-	1767	3862
YGL251C	NC_001139.9;NC_001139.9	27921;31579	31426;31636	-;-	3564	902
YGL250W	NC_001139.9	31910	32635	+	726	1290
YGL249W	NC_001139.9	33098	35212	+	2115	64
YNCG0001C	NC_001139.9	33109	35013	-	1905	0
YGL248W	NC_001139.9	35653	36762	+	1110	2967
YGL247W	NC_001139.9	36933	37526	+	594	890
YGL246C	NC_001139.9	37617	38780	-	1164	2337
YGL245W	NC_001139.9	39023	41149	+	2127	13378
YGL244W	NC_001139.9	41498	43174	+	1677	6016
YGL243W	NC_001139.9	43307	44509	+	1203	1353
YGL242C	NC_001139.9	44652	45197	-	546	1989
YGL241W	NC_001139.9	45445	48459	+	3015	2208
YGL240W	NC_001139.9	48613	49365	+	753	251
YGL238W	NC_001139.9	49552	52434	+	2883	4189
YGL237C	NC_001139.9	52731	53528	-	798	1975
YGL236C	NC_001139.9	53787	55796	-	2010	1269
YGL235W	NC_001139.9	55279	55815	+	537	4
YGL234W	NC_001139.9	56482	58890	+	2409	17597
YGL233W	NC_001139.9	59122	61854	+	2733	1911
YGL232W	NC_001139.9;NC_001139.9	62075;62190	62131;63002	+;+	870	2060
YGL231C	NC_001139.9	63048	63620	-	573	3700
YGL230C	NC_001139.9	63772	64215	-	444	260
YGL229C	NC_001139.9	64503	66959	-	2457	862
YGL228W	NC_001139.9	67598	69331	+	1734	5042
YGL227W	NC_001139.9	69671	72547	+	2877	3748
YGL226C-A	NC_001139.9;NC_001139.9	72749;73138	72988;73158	-;-	261	3371
YGL226W	NC_001139.9	73340	73711	+	372	1105
YNCG0002C	NC_001139.9	73829	73902	-	74	13
YGL225W	NC_001139.9	76894	77907	+	1014	3997
YGL224C	NC_001139.9	78015	78857	-	843	1223
YGL223C	NC_001139.9	79112	80365	-	1254	1505
YGL222C	NC_001139.9	80659	81186	-	528	591
YGL221C	NC_001139.9	81426	82292	-	867	2726
YGL220W	NC_001139.9	82374	82736	+	363	2294
YGL219C	NC_001139.9	82878	84257	-	1380	5793
YGL216W	NC_001139.9	84885	87302	+	2418	1428
YGL215W	NC_001139.9	87981	89339	+	1359	4697
YGL213C	NC_001139.9	90054	91247	-	1194	2317
YGL212W	NC_001139.9	91432	92382	+	951	932
YGL211W	NC_001139.9	92512	93591	+	1080	2363
YGL210W	NC_001139.9	93792	94460	+	669	2728
YGL209W	NC_001139.9	95858	97006	+	1149	1088
YGL208W	NC_001139.9	97338	98585	+	1248	1873
YGL207W	NC_001139.9	98969	102076	+	3108	8986
YGL206C	NC_001139.9	102543	107504	-	4962	4371
YGL205W	NC_001139.9	108158	110404	+	2247	414
YNCG0003C	NC_001139.9	110625	110696	-	72	1
YGL204C	NC_001139.9	111700	112005	-	306	389
YGL203C	NC_001139.9	112475	114664	-	2190	2682
YNCG0004W	NC_001139.9;NC_001139.9	115488;115548	115524;115583	+;+	73	0
YGL202W	NC_001139.9	116059	117561	+	1503	8704
YGL201C	NC_001139.9	117854	120907	-	3054	2938
YNCG0005W	NC_001139.9	122269	122341	+	73	3
YGL200C	NC_001139.9	122694	123305	-	612	10549
YGL198W	NC_001139.9	123591	124298	+	708	3231
YGL197W	NC_001139.9	124698	129161	+	4464	3492
YGL196W	NC_001139.9	129883	131169	+	1287	1714
YGL195W	NC_001139.9	131525	139543	+	8019	5517
YGL194C-A	NC_001139.9	139719	139961	-	243	382
YGL194C	NC_001139.9	140368	141726	-	1359	806
YNCG0006C	NC_001139.9	141898	144120	-	2223	46
YGL193C	NC_001139.9	141916	142227	-	312	0
YGL192W	NC_001139.9	142246	144048	+	1803	0
YGL191W	NC_001139.9	144808	145197	+	390	9698
YGL190C	NC_001139.9	145809	147389	-	1581	2958
YGL189C	NC_001139.9	148229	148588	-	360	39441
YGL188C-A	NC_001139.9	148824	148964	-	141	314
YGL187C	NC_001139.9	149704	150171	-	468	8441
YGL186C	NC_001139.9	151037	152776	-	1740	3613
YGL185C	NC_001139.9	153167	154306	-	1140	1718
YGL184C	NC_001139.9	154615	156012	-	1398	928
YGL183C	NC_001139.9;NC_001139.9	156543;157283	157199;157285	-;-	660	300
YGL181W	NC_001139.9	157906	159096	+	1191	3441
YGL180W	NC_001139.9	160065	162758	+	2694	1744
YGL179C	NC_001139.9	163409	165091	-	1683	1218
YGL178W	NC_001139.9;NC_001139.9	167352;167995	167354;170571	+;+	2580	1919
YGL176C	NC_001139.9	171415	173079	-	1665	1448
YGL175C	NC_001139.9	173285	174322	-	1038	338
YGL174W	NC_001139.9	174545	175345	+	801	795
YGL173C	NC_001139.9	175527	180113	-	4587	6327
YGL172W	NC_001139.9	180700	182118	+	1419	3369
YGL171W	NC_001139.9	182390	184084	+	1695	2055
YGL170C	NC_001139.9	184153	185394	-	1242	595
YNCG0007C	NC_001139.9	185714	185786	-	73	0
YGL169W	NC_001139.9	186059	187339	+	1281	1957
YGL168W	NC_001139.9	187464	187796	+	333	212
YGL167C	NC_001139.9	187616	190468	-	2853	3720
YGL166W	NC_001139.9	191129	191806	+	678	1880
YGL164C	NC_001139.9	191978	193300	-	1323	2474
YGL163C	NC_001139.9	193707	196403	-	2697	4021
YGL162W	NC_001139.9	198138	199037	+	900	5633
YGL161C	NC_001139.9	199210	200142	-	933	3626
YGL160W	NC_001139.9	200561	202273	+	1713	1352
YGL159W	NC_001139.9	202721	203833	+	1113	1525
YNCG0008W	NC_001139.9;NC_001139.9	205521;205591	205558;205634	+;+	82	20
YGL158W	NC_001139.9	207033	208571	+	1539	830
YGL157W	NC_001139.9	209006	210049	+	1044	762
YGL156W	NC_001139.9	210416	213667	+	3252	9509
YGL155W	NC_001139.9	214081	215211	+	1131	1669
YGL154C	NC_001139.9	215278	216096	-	819	1581
YGL153W	NC_001139.9	216273	217298	+	1026	1532
YGL151W	NC_001139.9	217524	220922	+	3399	1792
YGL150C	NC_001139.9	221104	225573	-	4470	3977
YGL149W	NC_001139.9	225572	225877	+	306	110
YGL148W	NC_001139.9	226399	227529	+	1131	9391
YGL147C	NC_001139.9	227754	228329	-	576	11519
YGL146C	NC_001139.9	228751	229686	-	936	1318
YGL145W	NC_001139.9	230243	232348	+	2106	2254
YGL144C	NC_001139.9	232450	234507	-	2058	2465
YGL143C	NC_001139.9	234717	235958	-	1242	1312
YGL142C	NC_001139.9	236269	238119	-	1851	1207
YGL141W	NC_001139.9	238353	241085	+	2733	2276
YGL140C	NC_001139.9	241353	245012	-	3660	2735
YGL139W	NC_001139.9	245716	248124	+	2409	3118
YGL138C	NC_001139.9	248494	249531	-	1038	1048
YGL137W	NC_001139.9;NC_001139.9	249869;250087	249886;252738	+;+	2670	8876
YGL136C	NC_001139.9	252897	253859	-	963	1554
YGL135W	NC_001139.9	254641	255294	+	654	8905
YGL134W	NC_001139.9	255663	256964	+	1302	2967
YGL133W	NC_001139.9	257707	261501	+	3795	2993
YGL131C	NC_001139.9	261648	265859	-	4212	1096
YGL130W	NC_001139.9	266145	267524	+	1380	2768
YGL129C	NC_001139.9	267723	269075	-	1353	2481
YGL128C	NC_001139.9	269293	270144	-	852	591
YGL127C	NC_001139.9	270392	270775	-	384	1604
YGL126W	NC_001139.9	270997	272139	+	1143	3016
YGL125W	NC_001139.9	272520	274322	+	1803	2076
YGL124C	NC_001139.9	274780	276714	-	1935	1629
YGL123W	NC_001139.9	277617	278381	+	765	57270
YGL122C	NC_001139.9	278946	280523	-	1578	4988
YGL121C	NC_001139.9	280777	281157	-	381	11701
YGL120C	NC_001139.9	281634	283937	-	2304	4744
YGL119W	NC_001139.9	284442	285947	+	1506	1765
YNCG0009C	NC_001139.9;NC_001139.9	287350;287420	287385;287455	-;-	72	1
