"Geneid","Chr","Start","End","Strand","Length","X.scratch_tmp.grp.msc_appbio.group8.output.alignment_SRR1166444.theAlignmentAligned.sortedByCoord.out.bam","rpkm","normalized_rpkm"
"YDR217C","NC_001136.10","899551","903480","-",3930,2300,0.0210065946125767,18.8235593953767
"YDR218C","NC_001136.10","903781","905052","-",1272,688,0.0194142981874724,17.396736681568
"YDR219C","NC_001136.10","905455","906852","-",1398,2029,0.0520949042865112,46.6811276705705
"YDR221W","NC_001136.10","907330","909438","+",2109,1666,0.0283542906043442,25.4076723594743
"YDR222W","NC_001136.10","910054","911301","+",1248,1499,0.0431129178248022,38.6325620287493
"YDR223W","NC_001136.10","912099","913502","+",1404,1375,0.0351524791396356,31.4993834642534
"YDR224C","NC_001136.10","914317","914712","-",396,29413,2.66602676948297,2388.96947223334
"YDR225W","NC_001136.10","915530","915928","+",399,30502,2.74394745022356,2458.79252490322
"YDR226W","NC_001136.10","916486","917154","+",669,15179,0.814399338092874,729.765799496539
"YDR227W","NC_001136.10","917571","921647","+",4077,1888,0.0166219375894659,14.8945621721206
"YDR228C","NC_001136.10","921926","923806","-",1881,2168,0.0413705077507016,37.0712256900503
"YDR229W","NC_001136.10","924785","926146","+",1362,3007,0.0792458794292508,71.0105348242542
"YDR231C","NC_001136.10","926293","926910","-",618,2672,0.155191648911554,139.063911825296
"YDR232W","NC_001136.10","927452","929098","+",1647,5987,0.130477620455057,116.918200388974
"YDR233C","NC_001136.10","929470","930357","-",888,18384,0.743100261924895,665.876224825549
"YDR234W","NC_001136.10","931129","933210","+",2082,4978,0.085821190737779,76.9025304209641
"YDR235W","NC_001136.10","933504","935138","+",1635,1877,0.0412066097287806,36.9243601838931
"YDR236C","NC_001136.10","935236","935892","-",657,2017,0.110194748356111,98.7431532333177
"YDR237W","NC_001136.10","936615","937493","+",879,1435,0.0585980811432739,52.5084851304333
"YDR238C","NC_001136.10","937895","940816","-",2922,5359,0.0658300089691661,58.9888607212612
"YDR239C","NC_001136.10","941057","943420","-",2364,1970,0.0299115640679081,26.8031117477647
"YDR240C","NC_001136.10","943674","945152","-",1479,1501,0.0364277952664747,32.6421669236469
"YNCD0018W","NC_001136.10;NC_001136.10","946312;946365","946350;946400","+;+",75,0,0,0
"YDR242W","NC_001136.10","946807","948456","+",1650,2205,0.0479672718325363,42.9824446573245
"YDR243C","NC_001136.10","948518","950284","-",1767,926,0.0188102603238594,16.855471292652
"YDR244W","NC_001136.10","950563","952401","+",1839,1934,0.0377481010814579,33.8252646787451
"YDR245W","NC_001136.10","952800","953981","+",1182,3693,0.112145589952066,100.491260593396
"YDR246W","NC_001136.10","954288","954947","+",660,1859,0.101101086549529,90.5945177074447
"YDR246W-A","NC_001136.10","955133","955333","+",201,71,0.0126789316347551,11.3613190095003
"YDR247W","NC_001136.10","956013","957398","+",1386,893,0.0231264300542354,20.7230985201332
"YDR248C","NC_001136.10","957758","958339","-",582,1454,0.0896730188757492,80.3540710953606
"YDR249C","NC_001136.10","958681","959802","-",1122,805,0.0257527369782524,23.0764758897867
"YDR251W","NC_001136.10","960614","963106","+",2493,3420,0.0492406975269534,44.1235341407246
"YDR252W","NC_001136.10","963412","963861","+",450,346,0.0275984031133232,24.7303377726042
"YDR253C","NC_001136.10","963990","964565","-",576,3653,0.227639465708476,203.982848363718
"YDR254W","NC_001136.10","965113","966489","+",1377,1379,0.0359460103264883,32.2104497604946
"YDR255C","NC_001136.10","966557","967822","-",1266,1200,0.0340226321151561,30.486951751012
"YDR256C","NC_001136.10","968133","969680","-",1548,1351,0.0313259868649177,28.0705457141319
"YDR257C","NC_001136.10","969990","971474","-",1485,2004,0.0484386055693639,43.4047967212287
"YDR258C","NC_001136.10","971808","974243","-",2436,9247,0.13625233149554,122.092795237232
"YDR259C","NC_001136.10","974631","975782","-",1152,574,0.0178846226822701,16.0260272325176
"YDR260C","NC_001136.10","976717","977229","-",513,1527,0.10684200779344,95.7388342428929
"YDR261C","NC_001136.10","977521","979209","-",1689,3539,0.075209254164353,67.3934014034382
"YNCD0019C","NC_001136.10","980974","981055","-",82,4,0.0017509208234873,1.56896263889354
"YDR261W-B","NC_001136.10","981462","986775","+",5314,158,0.0010672247924869,0.956317272746742
"YDR261W-A","NC_001136.10","981462","982778","+",1317,0,0,0
"YDR261C-D","NC_001136.10","987534","992349","-",4816,96,0.000715492562421722,0.641137556757162
"YDR261C-C","NC_001136.10","991027","992349","-",1323,0,0,0
"YNCD0020W","NC_001136.10","992832","992902","+",71,15,0.00758321342566684,6.7951550909826
"YDR262W","NC_001136.10","993134","993952","+",819,5213,0.228467375071069,204.724720206736
"YDR263C","NC_001136.10","994242","995534","-",1293,686,0.0190434644552993,17.0644405187625
"YDR264C","NC_001136.10","996029","998323","-",2295,10793,0.168802881560749,151.260645800588
"YDR265W","NC_001136.10","998864","999877","+",1014,2329,0.0824426422652757,73.8750855154367
"YDR266C","NC_001136.10","1000104","1002023","-",1920,2580,0.0482323970595018,43.2200176932706
"YDR267C","NC_001136.10","1002510","1003502","-",993,2153,0.0778242869343881,69.7366762452416
"YDR268W","NC_001136.10","1004004","1005143","+",1140,1131,0.0356105041692674,31.9098098807599
"YDR270W","NC_001136.10","1005675","1008689","+",3015,2818,0.0335485721565632,30.0621567781894
"YDR272W","NC_001136.10","1009010","1009834","+",825,3298,0.143488492066852,128.57696370055
"YDR273W","NC_001136.10","1010176","1011273","+",1098,1515,0.0495257044403069,44.3789227299055
"YDR274C","NC_001136.10","1011589","1011960","-",372,2755,0.26582696453899,238.201847951909
"YDR275W","NC_001136.10","1012252","1012959","+",708,4750,0.240813439529769,215.787764070987
"YDR276C","NC_001136.10","1013476","1013643","-",168,6087,1.30051207486683,1165.36100863317
"YDR277C","NC_001136.10","1014401","1015702","-",1302,3013,0.0830631728447992,74.4311296737466
"YNCD0021C","NC_001136.10","1017207","1017278","-",72,0,0,0
"YDR279W","NC_001136.10","1019368","1020420","+",1053,1295,0.0441429919862575,39.5555894169291
"YDR280W","NC_001136.10","1020747","1021664","+",918,2541,0.0993533128059536,89.0283750994381
"YDR281C","NC_001136.10","1022007","1022321","-",315,258,0.0293987943981725,26.3436298320887
"YDR282C","NC_001136.10","1023511","1024755","-",1245,582,0.0167793063012265,15.0355769033244
"YDR283C","NC_001136.10","1025070","1030049","-",4980,2113,0.0152296710543349,13.6469819573559
"YDR284C","NC_001136.10","1030550","1031419","-",870,4747,0.195848544317738,175.495684781571
"YDR285W","NC_001136.10","1032436","1035063","+",2628,1744,0.0238199852668638,21.3445784877176
"YDR286C","NC_001136.10","1035231","1035575","-",345,622,0.0647130186095264,57.9879495899466
"YDR287W","NC_001136.10","1035995","1036873","+",879,1626,0.0663975469957933,59.4974193882122
"YDR288W","NC_001136.10","1037195","1038106","+",912,1372,0.0539982446068025,48.3866701551752
"YDR289C","NC_001136.10","1038280","1039509","-",1230,1265,0.0369152473618573,33.0789623033389
"YDR291W","NC_001136.10","1039728","1042961","+",3234,1902,0.0211101279618409,18.916333411595
"YDR292C","NC_001136.10","1043146","1045011","-",1866,3361,0.0646512969982245,57.9326421763583
"YDR293C","NC_001136.10","1045640","1049392","-",3753,9889,0.0945788831550898,84.7501109747866
"YDR294C","NC_001136.10","1050459","1052228","-",1770,2519,0.051082867720041,45.7742633848266
"YDR295C","NC_001136.10","1052623","1054647","-",2025,1869,0.0331287189587676,29.6859353224132
"YDR296W","NC_001136.10","1055212","1055892","+",681,2065,0.108841197885868,97.5302656548619
"YDR297W","NC_001136.10","1056551","1057600","+",1050,9406,0.32154076756885,288.125793256543
"YDR298C","NC_001136.10","1058176","1058814","-",639,3646,0.204802934444306,183.519521938686
"YDR299W","NC_001136.10","1059627","1061231","+",1605,2826,0.0632000598548847,56.6322196629406
"YDR300C","NC_001136.10","1061505","1062791","-",1287,2728,0.0760827475778586,68.1761201379041
"YDR301W","NC_001136.10","1063352","1067425","+",4074,2029,0.0178764546373448,16.0187080224491
"YDR302W","NC_001136.10","1067731","1068390","+",660,1840,0.100067777972638,89.6685920288856
"YDR303C","NC_001136.10","1068729","1071386","-",2658,2245,0.0303166868318075,27.1661335773055
"YDR304C","NC_001136.10","1071880","1072557","-",678,8182,0.433161800360397,388.147009416302
"YDR305C","NC_001136.10;NC_001136.10","1072746;1073402","1073312;1073488","-;-",654,1078,0.0591645248902843,53.016063236863
"YDR306C","NC_001136.10","1073735","1075171","-",1437,2027,0.0506310984264298,45.3694425993478
"YNCD0022C","NC_001136.10","1075472","1075544","-",73,5,0.00245848471791026,2.20299548611765
"YDR307W","NC_001136.10","1075865","1077853","+",1989,1610,0.0290543699241822,26.0349984397594
"YDR308C","NC_001136.10","1078027","1078449","-",423,1050,0.0890982759469603,79.8390562699374
"YDR309C","NC_001136.10","1079048","1080199","-",1152,4013,0.125036569379703,112.042591087271
"YDR310C","NC_001136.10","1081128","1084316","-",3189,3570,0.040182232821235,36.0064379828862
"YDR311W","NC_001136.10","1085065","1086993","+",1929,2860,0.0532174639093108,47.687029299289
"YDR312W","NC_001136.10","1087581","1088942","+",1362,1677,0.0441953241778695,39.6024831726885
"YDR313C","NC_001136.10","1089219","1090079","-",861,1099,0.0458157615479178,41.0545223843811
"YDR314C","NC_001136.10","1090433","1092511","-",2079,531,0.00916770015587833,8.2149797045097
"YDR315C","NC_001136.10","1092741","1093586","-",846,735,0.0311843965814361,27.9436696944781
"YDR316W","NC_001136.10","1093763","1095178","+",1416,1342,0.0340180669314684,30.4828609877121
"YNCD0023C","NC_001136.10;NC_001136.10","1095370;1095425","1095405;1095461","-;-",73,21,0.0103256358152231,9.25258104169412
"YDR316W-B","NC_001136.10","1096064","1101332","+",5269,0,0,0
"YDR316W-A","NC_001136.10","1096064","1097386","+",1323,0,0,0
"YDR317W","NC_001136.10","1102184","1103428","+",1245,894,0.0257743983389974,23.0958861710859
"YDR318W","NC_001136.10;NC_001136.10","1103758;1103893","1103809;1104947","+;+",1107,1219,0.0395254163672412,35.4178788298376
"YDR319C","NC_001136.10","1105003","1105827","-",825,1767,0.076878158120718,68.8888704848003
"YDR320C","NC_001136.10","1106095","1108101","-",2007,1208,0.0216042866332036,19.3591384103437
"YDR320C-A","NC_001136.10","1108280","1108498","-",219,1213,0.198809464188343,178.148901644047
"YDR321W","NC_001136.10","1108702","1109847","+",1146,2907,0.0910501746025224,81.5881108384838
"YDR322W","NC_001136.10","1110589","1111692","+",1104,2034,0.0661305666457881,59.2581840162537
"YDR322C-A","NC_001136.10","1112003","1112293","-",291,1220,0.150482920259167,134.844520957827
"YDR323C","NC_001136.10","1112480","1114027","-",1548,1282,0.0297260659961691,26.6368908997166
"YDR324C","NC_001136.10","1114433","1116763","-",2331,2395,0.0368793801506512,33.046822463782
"YDR325W","NC_001136.10","1117126","1120233","+",3108,1266,0.014620864907325,13.1014438118417
"YDR326C","NC_001136.10","1120609","1124925","-",4317,3109,0.0258499104064284,23.1635509169703
"YDR328C","NC_001136.10","1125434","1126018","-",585,6278,0.385199588140158,345.169098569163
"YDR329C","NC_001136.10","1126270","1127595","-",1326,3339,0.090384355133706,80.9914842767297
"YDR330W","NC_001136.10","1127872","1129374","+",1503,2938,0.070163812560091,62.8722892733994
"YDR331W","NC_001136.10","1129588","1130823","+",1236,1755,0.0509658203292997,45.6693797255603
"YDR332W","NC_001136.10","1131001","1133070","+",2070,1161,0.0201317831204877,18.0396595589303
"YDR333C","NC_001136.10","1133260","1135431","-",2172,3424,0.0565840858389599,50.7037870852742
"YDR334W","NC_001136.10","1135932","1140476","+",4545,2141,0.0169084247311924,15.1512771622348
"YDR335W","NC_001136.10","1141168","1144842","+",3675,4006,0.0391267675611559,35.0606581751985
"YDR336W","NC_001136.10","1145092","1146036","+",945,1142,0.0433765157657791,38.868766496441
"YDR337W","NC_001136.10","1146319","1147179","+",861,1607,0.0669935657939071,60.0314990643315
"YDR338C","NC_001136.10","1147379","1149466","-",2088,1519,0.0261124516202025,23.3988084740544
"YDR339C","NC_001136.10","1149951","1150520","-",570,2149,0.135326213014599,121.262920307255
"YNCD0024C","NC_001136.10","1150842","1150941","-",100,5,0.00179469384407449,1.60818670486588
"YDR341C","NC_001136.10","1151803","1153626","-",1824,10476,0.206153648141714,184.729867545778
"YDR342C","NC_001136.10","1154216","1155928","-",1713,152,0.00318497915118881,2.8539915836499
"YDR343C","NC_001136.10","1159608","1161320","-",1713,495,0.0103721360515688,9.29424890728093
"YDR344C","NC_001136.10","1162006","1162449","-",444,100,0.00808420650484003,7.24408425615262
"YDR345C","NC_001136.10","1162957","1164660","-",1704,78394,1.65132898136591,1479.72052278469
"YDR346C","NC_001136.10","1167214","1168659","-",1446,6536,0.162242309334313,145.381857579577
"YDR347W","NC_001136.10","1169178","1170143","+",966,2235,0.0830463921636952,74.4160928649119
"YDR348C","NC_001136.10","1170326","1171825","-",1500,5273,0.126178941864064,113.066246596771
"YDR349C","NC_001136.10","1172386","1174176","-",1791,4877,0.0977411711619349,87.5837695101162
"YNCD0025W","NC_001136.10","1175829","1175901","+",73,0,0,0
"YDR350C","NC_001136.10","1176120","1178174","-",2055,2548,0.0445049140116963,39.8798999902508
"YDR351W","NC_001136.10","1178666","1181260","+",2595,2271,0.0314123292477315,28.1479152736063
"YDR352W","NC_001136.10","1181801","1182754","+",954,1419,0.0533893200155492,47.8410258743121
"YDR353W","NC_001136.10","1183299","1184258","+",960,9698,0.362602935413216,324.920722162278
"YDR354W","NC_001136.10","1184747","1185889","+",1143,14755,0.46335446490497,415.202009279022
"YDR356W","NC_001136.10","1186107","1188941","+",2835,1597,0.0202195842609309,18.1183362798646
"YDR357C","NC_001136.10","1189199","1189567","-",369,1408,0.13696091774834,122.727744197895
"YDR358W","NC_001136.10","1190059","1191732","+",1674,2307,0.0494666511144545,44.3260063097442
"YDR359C","NC_001136.10","1191936","1194884","-",2949,1553,0.0189024044750605,16.9380396924837
"YDR361C","NC_001136.10","1195412","1196263","-",852,2184,0.0920096562314244,82.4478817705889
"YDR362C","NC_001136.10","1196679","1198697","-",2019,2558,0.0454762442114169,40.7502881728274
"YDR363W","NC_001136.10","1199183","1200553","+",1371,1625,0.042543800096587,38.1225878250483
"YNCD0026W","NC_001136.10","1201750","1201822","+",73,0,0,0
"YDR363W-A","NC_001136.10","1202128","1202397","+",270,3223,0.42846653773719,383.939685169092
"YDR364C","NC_001136.10","1202843","1204210","-",1368,1530,0.040144467564824,35.9725973456842
"YDR365C","NC_001136.10","1204497","1206383","-",1887,5822,0.110744118285126,99.2354318572249
"YDR365W-B","NC_001136.10","1206997","1212265","+",5269,40,0.00027249099929011,0.24417334672475
"YDR365W-A","NC_001136.10","1206997","1208319","+",1323,0,0,0
"YDR366C","NC_001136.10","1212438","1212836","-",399,43,0.00386826242081218,3.46626708316957
"YDR367W","NC_001136.10;NC_001136.10","1212848;1212979","1212877;1213614","+;+",666,1525,0.082189432799207,73.6481899375517
"YDR368W","NC_001136.10","1213904","1214842","+",939,5694,0.217656799747819,195.037595261051
"YDR369C","NC_001136.10","1215016","1217580","-",2565,1020,0.014273588467493,12.7902568340211
"YDR370C","NC_001136.10","1217782","1219110","-",1329,1889,0.0510184600670685,45.716549066842
"YDR371W","NC_001136.10","1219413","1220948","+",1536,1380,0.0322484050107134,28.8971048530588
"YDR372C","NC_001136.10","1221112","1222149","-",1038,5538,0.191503169720318,171.601887698406
"YDR373W","NC_001136.10","1222759","1223331","+",573,2525,0.158171097950718,141.733732278756
"YDR374C","NC_001136.10","1223474","1224394","-",921,60,0.00233836331475503,2.09535727018356
"YDR374W-A","NC_001136.10","1224757","1225026","+",270,1414,0.187977562631209,168.442666717064
"YDR375C","NC_001136.10","1225166","1226536","-",1371,2095,0.054848776124523,49.1488132267545
"YDR376W","NC_001136.10","1226822","1228303","+",1482,1767,0.0427965455125454,38.349067577571
"YDR377W","NC_001136.10","1228611","1228916","+",306,2915,0.341930232384126,306.396355861702
"YDR378C","NC_001136.10","1229349","1229609","-",261,2309,0.317543914633562,284.544298968224
"YDR379W","NC_001136.10","1230167","1233196","+",3030,3534,0.0418643435310841,37.5137413531091
"YDR379C-A","NC_001136.10","1233278","1233517","-",240,704,0.105288705519037,94.3469533521318
"YDR380W","NC_001136.10","1234218","1236125","+",1908,2632,0.0495139852998328,44.3684214591929
"YDR381W","NC_001136.10;NC_001136.10","1236558;1237609","1236842;1238004","+;+",681,9216,0.485753258942451,435.273088753127
"YDR381C-A","NC_001136.10;NC_001136.10","1238312;1238825","1238630;1238850","-;-",345,1589,0.165319914100543,148.139633277211
"YDR382W","NC_001136.10","1239492","1239824","+",333,16554,1.78434605974829,1598.91427701801
"YDR383C","NC_001136.10","1239960","1240676","-",717,1806,0.0904105183374762,81.0149285631181
"YDR384C","NC_001136.10","1241204","1242031","-",828,1377,0.0596930778572601,53.4896882270609
"YDR385W","NC_001136.10","1243230","1245758","+",2529,3129,0.0444096246588301,39.7945132425887
"YDR386W","NC_001136.10","1246084","1247982","+",1899,1460,0.0275961349378489,24.7283053091542
"YDR387C","NC_001136.10","1248154","1249821","-",1668,2403,0.0517104233490526,46.336602539481
"YDR388W","NC_001136.10","1250186","1251634","+",1449,8490,0.210309879036472,188.454177009128
"YDR389W","NC_001136.10","1252537","1254501","+",1965,2098,0.0383233352149442,34.3407196621743
"YDR390C","NC_001136.10","1254937","1256847","-",1911,2010,0.0377533712882231,33.8299871981206
"YNCD0027C","NC_001136.10","1257008","1257079","-",72,0,0,0
"YDR391C","NC_001136.10","1257358","1258056","-",699,1481,0.0760498307031277,68.1466240316558
"YDR392W","NC_001136.10","1258696","1259709","+",1014,1715,0.0607080856526182,54.3992149673568
"YDR393W","NC_001136.10","1259901","1261271","+",1371,2054,0.053775363322086,48.186951010861
"YDR394W","NC_001136.10","1261681","1262967","+",1287,6690,0.186581224815203,167.191438314728
"YDR395W","NC_001136.10","1263324","1266158","+",2835,3041,0.0385020386584163,34.5008519893979
"YDR397C","NC_001136.10;NC_001136.10","1266366;1266862","1266769;1266898","-;-",441,2642,0.215037693244662,192.69067003427
"YDR398W","NC_001136.10","1267471","1269402","+",1932,4532,0.084198266059478,75.4482623856333
"YDR399W","NC_001136.10","1270068","1270733","+",666,6614,0.356459612153413,319.41582180129
"YDR400W","NC_001136.10","1271063","1272085","+",1023,1625,0.0570161778420536,51.0909754722788
"YDR402C","NC_001136.10","1272234","1273703","-",1470,223,0.00544512554052531,4.87926034265431
"YDR403W","NC_001136.10","1274602","1276212","+",1611,651,0.0145046020172873,12.997263126849
"YDR404C","NC_001136.10","1276654","1277169","-",516,1911,0.132932555659936,119.118015232508
"YDR405W","NC_001136.10","1277646","1278437","+",792,2709,0.122773374333277,110.014590491961
"YDR406W","NC_001136.10","1279210","1283799","+",4590,2984,0.0233349299813432,20.9099308379947
"YDR407C","NC_001136.10","1284069","1287938","-",3870,2269,0.0210447562387856,18.857755211063
"YDR408C","NC_001136.10","1288215","1288859","-",645,5335,0.296889663818213,266.036467301069
"YDR409W","NC_001136.10","1289406","1292120","+",2715,1364,0.0180328722159676,16.1588704636248
"YDR410C","NC_001136.10","1292372","1293091","-",720,1779,0.0886877874613475,79.4712263321224
"YDR411C","NC_001136.10","1293369","1294394","-",1026,3148,0.110130530626637,98.6856091017115
"YDR412W","NC_001136.10","1294693","1295400","+",708,2168,0.109912323558008,98.4900784222947
"YDR414C","NC_001136.10","1295598","1296686","-",1089,1608,0.0530003250922273,47.4924558571963
"YDR415C","NC_001136.10","1297037","1298161","-",1125,1072,0.0342028764595173,30.6484648465107
"YDR416W","NC_001136.10","1298432","1301011","+",2580,1385,0.019268612201885,17.2661905910019
"YDR418W","NC_001136.10","1301616","1302113","+",498,16225,1.16943404096821,1047.90479062044
"YDR419W","NC_001136.10","1303174","1305072","+",1899,1916,0.0362152017403551,32.4516664194105
"YNCD0028W","NC_001136.10","1305630","1305712","+",83,1,0.000432456347969756,0.387514868642381
"YDR420W","NC_001136.10","1306267","1311675","+",5409,2499,0.0165832498293294,14.8598948990935
"YDR421W","NC_001136.10","1312040","1314892","+",2853,1815,0.0228346955975828,20.4616815235302
"YDR422C","NC_001136.10","1315326","1317773","-",2448,1664,0.0243984522593133,21.8629303668042
"YDR423C","NC_001136.10","1318046","1319275","-",1230,2161,0.0630623316592677,56.5088043774825
"YDR424C","NC_001136.10;NC_001136.10;NC_001136.10","1319387;1319698;1319817","1319617;1319720;1319841","-;-;-",279,1326,0.170592404103424,152.864198613058
"YDR425W","NC_001136.10","1320064","1321941","+",1878,3037,0.0580456358301833,52.0134507207421
"YDR427W","NC_001136.10","1322205","1323386","+",1182,4080,0.123897646088391,111.022026325767
"YDR428C","NC_001136.10","1323454","1324239","-",786,857,0.0391361990934309,35.0691095692127
"YDR429C","NC_001136.10","1324477","1325301","-",825,4665,0.202963558366242,181.871296441196
"YDR430C","NC_001136.10","1325501","1328470","-",2970,1609,0.0194455380142481,17.4247300210721
"YDR432W","NC_001136.10","1328783","1330027","+",1245,10636,0.306640381133755,274.773876192024
"YDR434W","NC_001136.10","1331237","1332841","+",1605,3142,0.0702670163000877,62.9647679338144
"YDR435C","NC_001136.10","1332983","1333969","-",987,1640,0.0596412949195979,53.4432866459989
"YDR436W","NC_001136.10","1334821","1336953","+",2133,1987,0.0334370057963057,29.9621845529162
"YDR437W","NC_001136.10","1337352","1337774","+",423,358,0.0303782693228684,27.2213163282263
"YDR438W","NC_001136.10","1338274","1339386","+",1113,1363,0.0439562930723005,39.3882925198957
"YDR439W","NC_001136.10","1339676","1340719","+",1044,904,0.0310805217441252,27.8505896781371
"YDR440W","NC_001136.10","1342493","1344241","+",1749,1504,0.0308658609661295,27.6582367537826
"YDR441C","NC_001136.10","1344517","1345062","-",546,1748,0.114912997781766,102.971075461742
"YDR443C","NC_001136.10","1345676","1349938","-",4263,1427,0.0120151448064475,10.7665138533597
"YDR444W","NC_001136.10","1350290","1352353","+",2064,2022,0.0351634782240175,31.509239508128
"YNCD0029C","NC_001136.10","1352466","1352538","-",73,1,0.000491696943582051,0.440599097223529
"YDR446W","NC_001136.10","1353725","1354633","+",909,67,0.00264564329049484,2.37070427339965
"YDR447C","NC_001136.10;NC_001136.10","1354829;1355551","1355236;1355553","-;-",411,10031,0.876037661796164,784.998580852052
"YDR448W","NC_001136.10","1356065","1357369","+",1305,912,0.025084456487294,22.4776440588151
"YDR449C","NC_001136.10","1357580","1358902","-",1323,1617,0.0438702939662652,39.3112305633882
"YDR450W","NC_001136.10;NC_001136.10","1359923;1360405","1359969;1360798","+;+",441,15255,1.2416351288597,1112.60263867252
"YDR451C","NC_001136.10","1361120","1362181","-",1062,2838,0.0959197952821731,85.9516736046963
"YDR452W","NC_001136.10","1362878","1364902","+",2025,7662,0.135811794896777,121.698039828962
"YDR453C","NC_001136.10","1365072","1365662","-",591,3133,0.190280061370063,170.505886509131
"YDR454C","NC_001136.10","1366264","1366827","-",564,6465,0.411443109997927,368.685356275104
"YDR456W","NC_001136.10","1367485","1369386","+",1902,3594,0.0678247074195973,60.7762672690639
"YDR457W","NC_001136.10","1369790","1379596","+",9807,2655,0.00971736954423934,8.70752666752099
"YDR458C","NC_001136.10","1380055","1382046","-",1992,2449,0.0441285665074138,39.542663054383
"YDR459C","NC_001136.10","1382319","1383443","-",1125,1629,0.0519743337243971,46.573086972916
"YDR460W","NC_001136.10","1383811","1384776","+",966,1475,0.0548069031057944,49.1112917117428
"YDR461W","NC_001136.10","1385176","1385286","+",111,191,0.0617633376969778,55.344803717006
"YDR461C-A","NC_001136.10","1385524","1385766","-",243,967,0.14283695038848,127.993131160931
"YDR462W","NC_001136.10","1386073","1386516","+",444,1146,0.0926450065454667,83.0172055755091
"YDR463W","NC_001136.10","1386816","1388375","+",1560,5619,0.129286983459674,115.851296085146
"YDR464W","NC_001136.10","1388872","1393179","+",4308,3410,0.0284118199085144,25.4592231364562
"YDR465C","NC_001136.10","1393336","1394574","-",1239,2450,0.0709765927035108,63.6006041472383
"YDR466W","NC_001136.10","1395121","1397817","+",2697,2681,0.0356809358247215,31.9729221783124
"YDR468C","NC_001136.10","1398026","1398700","-",675,1888,0.100396503040374,89.9631555196085
"YDR469W","NC_001136.10","1399015","1399542","+",528,1220,0.0829366094610179,74.317718936984
"YDR470C","NC_001136.10","1399706","1401214","-",1509,1586,0.0377254398502602,33.8049584349541
"YDR471W","NC_001136.10;NC_001136.10","1401770;1402185","1401800;1402564","+;+",411,14461,1.26292300141903,1131.67824521
"YNCD0030W","NC_001136.10","1402919","1403042","+",124,31,0.00897346922037243,8.04093352432941
"YDR472W","NC_001136.10","1403322","1404173","+",852,1944,0.0818987049972019,73.3876749826121
"YDR473C","NC_001136.10","1404445","1405854","-",1410,1584,0.0403233340285672,36.1328757518802
"YDR475C","NC_001136.10","1407464","1410094","-",2631,4653,0.0634793649295217,56.8824989566017
"YDR476C","NC_001136.10","1410453","1411127","-",675,4212,0.223977791740496,200.701700767262
"YDR477W","NC_001136.10","1412373","1414274","+",1902,4062,0.0766566392705632,68.6903721889087
"YDR478W","NC_001136.10","1414575","1415171","+",597,503,0.030242244675694,27.0994275560314
"YDR479C","NC_001136.10","1415210","1416874","-",1665,2390,0.0515233427908471,46.1689636592127
"YDR480W","NC_001136.10","1417399","1418370","+",972,1321,0.048781698930502,43.7122353318484
"YDR481C","NC_001136.10","1418550","1420250","-",1701,5431,0.114602966104274,102.693262717538
"YDR482C","NC_001136.10","1420431","1420838","-",408,1586,0.139528648857948,125.028633035161
"YDR483W","NC_001136.10","1421157","1422485","+",1329,8625,0.232945589242174,208.737551985978
"YDR484W","NC_001136.10","1422763","1424688","+",1926,1406,0.0262029028532578,23.4798598862039
"YDR485C","NC_001136.10","1424820","1427207","-",2388,2958,0.0444615108104885,39.8410073115015
"YDR486C","NC_001136.10","1427431","1428120","-",690,2011,0.104612444070545,93.7409699560953
"YDR487C","NC_001136.10","1428354","1428980","-",627,8503,0.486771347884062,436.185376442571
"YDR488C","NC_001136.10","1429188","1430789","-",1602,923,0.0206804296888983,18.5312899948965
"YDR489W","NC_001136.10","1431012","1431896","+",885,707,0.0286745434522183,25.6946440754843
"YDR490C","NC_001136.10","1431968","1434268","-",2301,2814,0.0438962927181713,39.3345274879843
"YDR492W","NC_001136.10","1434924","1435874","+",951,7336,0.276884837857633,248.110571333252
"YDR493W","NC_001136.10","1436217","1436588","+",372,911,0.0879014027931106,78.7665638781085
"YDR494W","NC_001136.10","1436930","1438015","+",1086,1592,0.0526179115979113,47.1497833176148
"YDR495C","NC_001136.10","1438115","1441150","-",3036,1367,0.0161617027987472,14.4821556360452
"YDR496C","NC_001136.10","1441433","1443403","-",1971,3792,0.0690561040764125,61.8796954322824
"YDR497C","NC_001136.10","1443713","1445467","-",1755,13604,0.278233789798169,249.319338267755
"YDR498C","NC_001136.10","1445843","1446994","-",1152,1958,0.0610071275468376,54.6671800022118
"YDR499W","NC_001136.10","1447830","1450073","+",2244,1306,0.0208901083811166,18.7191785789202
"YDR500C","NC_001136.10;NC_001136.10","1450198;1450847","1450457;1450853","-;-",267,13018,1.75006175746529,1568.19284823551
"YDR501W","NC_001136.10","1451353","1452918","+",1566,647,0.0148297179708326,13.2885925676657
"YDR502C","NC_001136.10","1453310","1454464","-",1155,28858,0.896818613892667,803.619946822851
"YDR503C","NC_001136.10","1455042","1455866","-",825,802,0.0348931991017633,31.2670481770288
"YDR504C","NC_001136.10","1456311","1456694","-",384,232,0.0216858839492334,19.4322560171294
"YDR505C","NC_001136.10","1456695","1459220","-",2526,1571,0.0223235473399922,20.0036525205408
"YDR506C","NC_001136.10","1459728","1461554","-",1827,819,0.0160903586020471,14.418225629832
"YNCD0031C","NC_001136.10;NC_001136.10","1461715;1461792","1461758;1461829","-;-",82,0,0,0
