"Geneid","Chr","Start","End","Strand","Length","X.scratch_tmp.grp.msc_appbio.group8.output.alignment.theAlignmentAligned.sortedByCoord.out.bam","rpkm","normalized_rpkm"
"YDR503C","NC_001136.10","1455042","1455866","-",825,907,0.0340325977804563,30.3369468877751
"YDR504C","NC_001136.10","1456311","1456694","-",384,357,0.0287792024453581,25.6540256400507
"YDR505C","NC_001136.10","1456695","1459220","-",2526,1896,0.0232352178787969,20.7120706818254
"YDR506C","NC_001136.10","1459728","1461554","-",1827,935,0.0158421757147018,14.1218500669291
"YNCD0031C","NC_001136.10;NC_001136.10","1461715;1461792","1461758;1461829","-;-",82,0,0,0
"YDR507C","NC_001136.10","1462358","1465786","-",3429,3035,0.0273988902513968,24.4236036197605
"YDR508C","NC_001136.10","1466453","1468444","-",1992,11838,0.18396311892175,163.986287618734
"YDR510W","NC_001136.10","1469400","1469705","+",306,5835,0.590284251177818,526.18439803485
"YDR511W","NC_001136.10","1470017","1470418","+",402,767,0.0590623976603427,52.6487232166398
"YDR512C","NC_001136.10","1470500","1471063","-",564,927,0.0508794481994816,45.3543725243735
"YDR513W","NC_001136.10","1471017","1471448","+",432,2704,0.19376025748459,172.719540194702
"YDR514C","NC_001136.10","1471548","1472999","-",1452,1234,0.026308149782677,23.451308296278
"YDR515W","NC_001136.10","1473429","1474772","+",1344,888,0.0204529265878175,18.2319125797239
"YDR516C","NC_001136.10","1474974","1476476","-",1503,5351,0.110209170300823,98.2413910195778
"YDR517W","NC_001136.10","1477239","1478357","+",1119,6799,0.188086106822018,167.661554072275
"YDR518W","NC_001136.10","1478608","1480161","+",1554,3922,0.0781264943534651,69.6426210252516
"YDR519W","NC_001136.10","1480425","1480832","+",408,3332,0.25280554304942,225.353009543974
"YDR520C","NC_001136.10","1481085","1483403","-",2319,2089,0.0278855653526012,24.857429940986
"YDR522C","NC_001136.10","1483795","1485303","-",1509,525,0.0107699038504439,9.60038382039085
"YDR523C","NC_001136.10","1485566","1487038","-",1473,1016,0.0213517130170174,19.0330984410556
"YDR524C","NC_001136.10","1487542","1488990","-",1449,1752,0.0374289357690104,33.364471434575
"YDR524W-C","NC_001136.10","1489403","1489492","+",90,19340,6.6520533368378,5929.69687698023
"YDR524C-B","NC_001136.10","1489598","1489798","-",201,66338,10.2166397287922,9107.19948043142
"YDR525W","NC_001136.10","1489905","1490234","+",330,45,0.00422124283384932,3.76285173635579
"YDR525W-A","NC_001136.10","1490596","1490835","+",240,829,0.106926426116311,95.315124955079
"YDR527W","NC_001136.10","1491094","1492413","+",1320,4714,0.110549659548698,98.5449060287844
"YNCD0032C","NC_001136.10","1492477","1493026","-",550,391,0.0220067459738011,19.6170003855348
"YDR528W","NC_001136.10","1494586","1495857","+",1272,4980,0.121194802116491,108.034076581536
"YDR529C","NC_001136.10","1496165","1496548","-",384,2915,0.234989846297532,209.471946052515
"YDR530C","NC_001136.10","1496791","1497768","-",978,5773,0.182727732568462,162.885053724473
"YDR531W","NC_001136.10","1498232","1499335","+",1104,4643,0.13018812515289,116.050801166002
"YDR532C","NC_001136.10","1499396","1500553","-",1158,1334,0.0356606317466349,31.7881902010851
"YDR533C","NC_001136.10","1501447","1502160","-",714,4073,0.17658668784776,157.410874270727
"YDR534C","NC_001136.10","1503314","1504900","-",1587,1098,0.0214174211078479,19.0916711916426
"YDR536W","NC_001136.10","1508005","1509714","+",1710,930,0.0168356000741827,15.0073969835944
"YDR538W","NC_001136.10","1510902","1511630","+",729,954,0.0405100341092041,36.1109886797601
"YDR539W","NC_001136.10","1512094","1513605","+",1512,3137,0.0642250557617453,57.2507605231169
"YDR540C","NC_001136.10","1517136","1517675","-",540,1208,0.0692492281187527,61.7293504601182
"YDR541C","NC_001136.10","1519664","1520698","-",1035,7121,0.212981753570532,189.853745159733
"YDR542W","NC_001136.10","1523249","1523611","+",363,15,0.00127916449510585,1.140258101926
"YDR545W","NC_001136.10","1526321","1531711","+",5391,10,5.74212220025258e-05,0.0511857652877186
"YEL077C","NC_001137.3","264","4097","-",3834,337,0.00272094369415396,2.42547233292834
"YEL076C-A","NC_001137.3;NC_001137.3","4185;4602","4322;5114","-;-",651,0,0,0
"YEL076C","NC_001137.3","4464","5114","-",651,0,0,0
"YEL075C","NC_001137.3","5345","5713","-",369,1,8.38910048280803e-05,0.0747811546520572
"YEL073C","NC_001137.3","7230","7553","-",324,2981,0.284812291697022,253.88409729803
"YEL072W","NC_001137.3","13720","14415","+",696,5055,0.224829700935049,200.415106130329
"YEL071W","NC_001137.3","16355","17845","+",1491,168319,3.49459830004807,3115.11462353158
"YEL070W","NC_001137.3","19589","21097","+",1509,302,0.00619525897682678,5.52250650239626
"YEL069C","NC_001137.3","21537","23231","-",1695,122,0.00222808569637199,1.98613452514827
"YEL068C","NC_001137.3","25646","25978","-",333,1540,0.143158866076892,127.613029857592
"YEL067C","NC_001137.3","26189","26776","-",588,953,0.0501715290558304,44.7233273834668
"YEL066W","NC_001137.3","26721","27206","+",486,3743,0.238410468035772,212.52111734016
"YEL065W","NC_001137.3","27657","29543","+",1887,15959,0.261803553520372,233.373912547438
"YEL064C","NC_001137.3","29797","31239","-",1443,1525,0.0327148757393496,29.1623182616624
"YEL063C","NC_001137.3","31694","33466","-",1773,5920,0.103360531430821,92.1364561276514
"YEL062W","NC_001137.3","34407","36254","+",1848,974,0.0163154385721001,14.5437206000418
"YEL061C","NC_001137.3","36535","39537","-",3003,2340,0.0241213876219961,21.5020099220331
"YEL060C","NC_001137.3","40046","41953","-",1908,26628,0.432018097825694,385.104603910727
"YEL059C-A","NC_001137.3","42400","42624","-",225,1233,0.169637678682958,151.216468445018
"YEL059W","NC_001137.3","42652","42960","+",309,1192,0.119415180231785,106.447706509379
"YEL058W","NC_001137.3","43252","44925","+",1674,7595,0.140447523916345,125.196116413319
"YEL057C","NC_001137.3","45020","45721","-",702,359,0.0158306628213399,14.111587375944
"YEL056W","NC_001137.3","47168","48373","+",1206,2368,0.0607821632593184,54.181736887007
"YEL055C","NC_001137.3","48471","51539","-",3069,2903,0.0292814048904769,26.1016931676006
"YNCE0001C","NC_001137.3","52150","52320","-",171,8,0.00144822366229528,1.2909588803092
"YEL054C","NC_001137.3","52721","53218","-",498,9155,0.569076652721279,507.279764537764
"YEL053C","NC_001137.3","53901","56102","-",2202,2357,0.0331347753415717,29.536620335603
"YEL052W","NC_001137.3","56571","58100","+",1530,3086,0.0624376075110453,55.6574139618011
"YEL051W","NC_001137.3","58378","59148","+",771,11688,0.469275182587409,418.315885896923
"YEL050C","NC_001137.3","59670","60851","-",1182,2298,0.0601830661895336,53.64769666757
"YNCE0002W","NC_001137.3","61352","61433","+",82,22,0.00830520947797996,7.40333431055367
"YNCE0003W","NC_001137.3","61699","61789","+",91,7,0.00238121390627397,2.12263431281609
"YNCE0004C","NC_001137.3","61890","61960","-",71,0,0,0
"YEL049W","NC_001137.3","63728","64090","+",363,742,0.0632760036912362,56.4047674419393
"YEL048C","NC_001137.3","64709","65167","-",459,802,0.054088314132489,48.2147828876264
"YEL047C","NC_001137.3","65385","66797","-",1413,14594,0.319723046515294,285.003840832338
"YEL046C","NC_001137.3","67629","68792","-",1164,13205,0.351177908265053,313.042971915441
"YEL044W","NC_001137.3","69757","70257","+",501,4029,0.248943793949924,221.910613577581
"YEL043W","NC_001137.3","70478","73348","+",2871,2447,0.0263841154902408,23.5190247735954
"YEL042W","NC_001137.3","73771","75327","+",1557,2034,0.0404393436799591,36.047974630368
"YEL041W","NC_001137.3","75944","77431","+",1488,1223,0.0254428225106518,22.6799482120047
"YEL040W","NC_001137.3","78053","79456","+",1404,6072,0.133877137397181,119.33921803166
"YEL039C","NC_001137.3","79636","79977","-",342,1253,0.113414015553499,101.098217314214
"YEL038W","NC_001137.3","80462","81145","+",684,3872,0.175235063137729,156.206024517413
"YEL037C","NC_001137.3","81407","82603","-",1197,5001,0.129331545270334,115.287238579041
"YEL036C","NC_001137.3","83050","84552","-",1503,4217,0.0868533117470695,77.4217802148308
"YEL035C","NC_001137.3","85045","85545","-",501,67,0.00413979503465994,3.69024847597367
"YEL034W","NC_001137.3","85676","86149","+",474,4035,0.263515981969623,234.900385820185
"YEL033W","NC_001137.3","86179","86598","+",420,623,0.0459177414926498,40.9314649988035
"YNCE0005W","NC_001137.3","86604","86685","+",82,0,0,0
"YEL032W","NC_001137.3","86937","89852","+",2916,4465,0.0473997123421374,42.2525064085767
"YEL031W","NC_001137.3","90258","93905","+",3648,8008,0.0679533696542614,60.5742112120082
"YEL030W","NC_001137.3","94644","96578","+",1935,1011,0.0161737955401338,14.4174587975927
"YEL029C","NC_001137.3","96858","97796","-",939,4224,0.139251563387983,124.130027034459
"YEL028W","NC_001137.3","98668","99129","+",462,634,0.0424804437565153,37.8674285849138
"YNCE0006W","NC_001137.3","100133","100204","+",72,5,0.00214970699871956,1.91626708795897
"YEL027W","NC_001137.3","100769","101251","+",483,26315,1.68654528212587,1503.40079760418
"YEL026W","NC_001137.3","101943","102323","+",381,3450,0.280308251171621,249.869157296067
"YEL025C","NC_001137.3","102581","106147","-",3567,4227,0.0366835114560306,32.699993866991
"YEL024W","NC_001137.3","107260","107907","+",648,1042,0.0497776598370173,44.3722290145165
"YEL023C","NC_001137.3","108504","110552","-",2049,2193,0.0331312968540579,29.5335195822713
"YEL022W","NC_001137.3","111421","115800","+",4380,2308,0.0163118589141197,14.5405296624963
"YEL021W","NC_001137.3","116167","116970","+",804,12969,0.499335225069743,445.111663231161
"YEL020W-A","NC_001137.3","117211","117474","+",264,361,0.0423296850838779,37.7330410229011
"YNCE0007C","NC_001137.3","117667","118035","-",369,67,0.00562069732348138,5.01033736168783
"YEL020C","NC_001137.3","118617","120299","-",1683,2398,0.0441069294796107,39.3172917811816
"YEL019C","NC_001137.3","120498","121301","-",804,542,0.0208682004771224,18.6020912538584
"YEL018W","NC_001137.3","121471","122310","+",840,1859,0.0685080910391942,61.0686945688409
"YEL017C-A","NC_001137.3","122798","122929","-",132,3356,0.787027275022128,701.562801511668
"YEL017W","NC_001137.3","123657","124670","+",1014,1867,0.0569964918335065,50.8071572054825
"YEL016C","NC_001137.3","124737","126218","-",1482,3153,0.0658593635656301,58.7075963886765
"YEL015W","NC_001137.3","126629","128284","+",1656,4206,0.0786231968401258,70.0853858430905
"YEL014C","NC_001137.3","128303","128608","-",306,140,0.0141627755209759,12.6248184618473
"YEL013W","NC_001137.3","128825","130561","+",1737,3503,0.0624283823130745,55.6491905419296
"YNCE0008C","NC_001137.3","131082","131153","-",72,0,0,0
"YEL012W","NC_001137.3;NC_001137.3","131772;131900","131776;132551","+;+",657,4401,0.20736132605731,184.843648309204
"YEL011W","NC_001137.3","133120","135234","+",2115,8390,0.122798581918346,109.463699526643
"YNCE0009C","NC_001137.3","135425","135497","-",73,1,0.000424051791528242,0.378003370775467
"YEL009C-A","NC_001137.3","136371","136778","-",408,50,0.00379360058597569,3.38164780228053
"YNCE0010W","NC_001137.3","138666","138737","+",72,0,0,0
"YEL009C","NC_001137.3","138918","139763","-",846,30426,1.11331038541347,992.414339033864
"YEL008W","NC_001137.3","140512","140892","+",381,169,0.0137310418689867,12.2399674153725
"YEL007W","NC_001137.3","141892","143892","+",2001,2663,0.0411970235988499,36.7233769492154
"YEL006W","NC_001137.3","144327","145334","+",1008,2646,0.0812589245515993,72.4348959248489
"YEL005C","NC_001137.3","145907","146755","-",849,1650,0.060161411412929,53.6283934156714
"YEL004W","NC_001137.3","146951","147979","+",1029,1013,0.0304744469696034,27.1651810160107
"YEL003W","NC_001137.3;NC_001137.3","148176;148283","148194;148599","+;+",336,1601,0.147500610212143,131.483297478099
"YEL002C","NC_001137.3","148722","150014","-",1293,6452,0.154467670226323,137.693793984348
"YEL001C","NC_001137.3","150301","150978","-",678,4792,0.218790710184725,195.031898453084
"YER001W","NC_001137.3","153520","155808","+",2289,2181,0.0294952196961931,26.2922895025227
"YER002W","NC_001137.3","156803","157498","+",696,3708,0.164919590715561,147.010724734176
"YER003C","NC_001137.3;NC_001137.3","157736;159088","158994;159118","-;-",1290,5047,0.121111492716699,107.959813874555
"YER004W","NC_001137.3","159580","160275","+",696,4669,0.207661696076309,185.111400696836
"YER005W","NC_001137.3","160550","162442","+",1893,3471,0.056760441147808,50.5967396181724
"YER006W","NC_001137.3","162723","164285","+",1563,2892,0.057277106858782,51.0572998238219
"YER007W","NC_001137.3","164527","166083","+",1557,1109,0.0220487866966936,19.6544758432046
"YER007C-A","NC_001137.3;NC_001137.3","166237;166875","166771;166885","-;-",546,3226,0.18289990622952,163.038530789159
"YNCE0011C","NC_001137.3","167427","167586","-",160,82,0.0158648376505503,14.1420511091372
"YER008C","NC_001137.3","167808","171818","-",4011,3890,0.0300219364847357,26.761809324136
"YER009W","NC_001137.3","172115","172492","+",378,7641,0.625748997227282,557.797974060741
"YER010C","NC_001137.3","172634","173338","-",705,3334,0.146392302305995,130.495342391595
"YER011W","NC_001137.3","175248","176012","+",765,107120,4.33461861087697,3863.9158675231
"YNCE0012W","NC_001137.3","177099","177170","+",72,6,0.00257964839846347,2.29952050555076
"YER012W","NC_001137.3","177835","178431","+",597,6253,0.324231988655117,289.023150175053
"YER013W","NC_001137.3","178841","182278","+",3438,2660,0.0239506622684567,21.3498238909774
"YER014W","NC_001137.3","182600","184219","+",1620,3919,0.0748862375820618,66.7542286018772
"YER014C-A","NC_001137.3;NC_001137.3","183731;184678","184169;184700","-;-",462,0,0,0
"YER015W","NC_001137.3","184541","186775","+",2235,1573,0.0217867754672915,19.4209168066113
"YER016W","NC_001137.3","188277","189311","+",1035,1991,0.0595487531749654,53.0822646556703
"YER017C","NC_001137.3","189503","191788","-",2286,4843,0.065581297605032,58.4597260282537
"YER018C","NC_001137.3","191959","192624","-",666,2875,0.13363043505554,119.11930546772
"YER019W","NC_001137.3","192797","194230","+",1434,5301,0.114432771215522,102.006344769243
"YER019C-A","NC_001137.3","194273","194539","-",267,5768,0.668737616284822,596.118394427721
"YER020W","NC_001137.3","195168","196517","+",1350,5389,0.123570890838397,110.152142261449
"YER021W","NC_001137.3","196948","198519","+",1572,7679,0.151214656883977,134.794030245224
"YER022W","NC_001137.3","198812","200875","+",2064,2329,0.034930239069892,31.1371119617891
"YER023W","NC_001137.3","201076","201936","+",861,7803,0.280543504574362,250.078864178573
"YER024W","NC_001137.3","202192","204963","+",2772,16450,0.183702234436035,163.753732971039
"YER025W","NC_001137.3","205251","206834","+",1584,5783,0.113015959759956,100.74338699697
"YNCE0013W","NC_001137.3","207357","207428","+",72,3,0.00128982419923174,1.14976025277538
"YER026C","NC_001137.3","207644","208474","-",831,3995,0.148818705442044,132.658258767874
"YER027C","NC_001137.3","208979","210232","-",1254,2725,0.0672683434049087,59.9635729916346
"YER028C","NC_001137.3","210692","211876","-",1185,1393,0.0363893693069328,32.437793055516
"YER029C","NC_001137.3","212587","213177","-",591,2161,0.113190257646285,100.898757614116
"YER030W","NC_001137.3","213437","213898","+",462,3209,0.215015369108293,191.666527332789
"YER031C","NC_001137.3","214076","214747","-",672,5234,0.241104994956389,214.923041536655
"YER032W","NC_001137.3","215063","217693","+",2631,1961,0.023072704717842,20.567205069031
"YER033C","NC_001137.3","218057","221287","-",3231,1195,0.0114491358817599,10.2058570255642
"YER034W","NC_001137.3","221846","222403","+",558,2482,0.137692200537341,122.739997737139
"YER035W","NC_001137.3","222639","223076","+",438,5155,0.364331164221348,324.767896057922
"YER036C","NC_001137.3","223367","225199","-",1833,7226,0.122032990686069,108.781244995809
"YER037W","NC_001137.3","225889","226854","+",966,5403,0.173140873253393,154.339245857028
"YER038C","NC_001137.3","226858","228252","-",1395,1342,0.0297796830171009,26.5458625242935
"YER038W-A","NC_001137.3","228451","228831","+",381,4,0.00032499507382217,0.289703370778049
"YER039C","NC_001137.3","228456","229205","-",750,695,0.0286856901909138,25.5706680217244
"YER039C-A","NC_001137.3","229263","229481","-",219,411,0.0580950954393691,51.786461796239
"YER040W","NC_001137.3","229795","231987","+",2193,3164,0.0446621479219613,39.8122182192208
"YER041W","NC_001137.3","232461","234740","+",2280,2729,0.0370518972600358,33.0283761034107
"YER042W","NC_001137.3","234937","235491","+",555,3416,0.190531436305972,169.841341555922
"YER043C","NC_001137.3","235770","237119","-",1350,18920,0.43383953510159,386.728248577959
"YER044C","NC_001137.3","237570","238016","-",447,4959,0.343422185449137,306.129454685268
"YER044C-A","NC_001137.3;NC_001137.3","238460;239712","239623;239774","-;-",1227,129,0.00325451973987078,2.90110655468018
"YER045C","NC_001137.3","240032","241501","-",1470,4077,0.0858549103717189,76.531796743922
"YER046W","NC_001137.3","243180","243611","+",432,2667,0.191108952186169,170.356144119552
"YER047C","NC_001137.3","243810","246503","-",2694,1959,0.0225101613032959,20.0657490885253
"YER048C","NC_001137.3","246982","248157","-",1176,4072,0.107187023250441,95.5474234551295
"YNCE0014W","NC_001137.3","250286","250357","+",72,0,0,0
"YER048W-A","NC_001137.3","250718","251002","+",285,1756,0.190731056324289,170.019284536721
"YER049W","NC_001137.3","251728","253662","+",1935,4867,0.0778613876299021,69.4063026388561
"YER050C","NC_001137.3","253971","254387","-",417,2679,0.198874188762119,177.278141996273
"YER051W","NC_001137.3","254656","256134","+",1479,2024,0.0423627453021506,37.762511182432
"YER052C","NC_001137.3","256375","257958","-",1584,37560,0.734027226108242,654.318107488534
"YER053C","NC_001137.3","258737","259639","-",903,3529,0.120977796653523,107.840636067623
"YER053C-A","NC_001137.3","260933","261046","-",114,54,0.0146632645807397,13.0709586631306
"YER054C","NC_001137.3","262052","263698","-",1647,1158,0.021764902334577,19.4014189102206
"YER055C","NC_001137.3","264892","265785","-",894,26456,0.916069503755028,816.592140870482
"YER056C","NC_001137.3","266512","268113","-",1602,17813,0.344204321511834,306.826657418544
"YER056C-A","NC_001137.3;NC_001137.3","269423;270149","269751;270185","-;-",366,8022,0.6784898181139,604.811590017318
"YER057C","NC_001137.3","270737","271126","-",390,6924,0.549584169568033,489.903999397953
"YER058W","NC_001137.3","271768","272091","+",324,820,0.0783448772866684,69.8372894278379
"YER059W","NC_001137.3","272624","273886","+",1263,2541,0.0622792074156359,55.5162147705889
"YER060W","NC_001137.3","274567","276153","+",1587,1484,0.0289466784372007,25.8033151624751
"YER060W-A","NC_001137.3","276572","278164","+",1593,1963,0.0381457612518553,34.0034557619295
"YER061C","NC_001137.3","278298","279626","-",1329,2841,0.0661740957113744,58.9881512981464
"YER062C","NC_001137.3","279930","280682","-",753,10280,0.422610128067004,376.718259714133
"YER063W","NC_001137.3","281710","282366","+",657,5433,0.255985931485882,228.18803482479
"YER064C","NC_001137.3","282705","284222","-",1518,2892,0.0589750448091412,52.5708561427099
"YER065C","NC_001137.3","285241","286914","-",1674,3244,0.0599883828287849,53.4741542652808
"YNCE0015C","NC_001137.3","288443","288524","-",82,17,0.00641766186934815,5.72075833088238
"YER066W","NC_001137.3","290242","290799","+",558,866,0.0480424841520294,42.8254786625152
"YER067W","NC_001137.3","292066","292551","+",486,2894,0.184333394201316,164.316354149726
"YER068W","NC_001137.3","293050","294813","+",1764,3574,0.0627187984769282,55.9080699784926
"YER069W","NC_001137.3","295410","298001","+",2592,35636,0.425594214479834,379.37829970281
"YER070W","NC_001137.3","298950","301616","+",2667,14009,0.162601999613385,144.944804329631
"YER071C","NC_001137.3","301947","302327","-",381,1228,0.099773487663406,88.9389348288609
"YER072W","NC_001137.3","302806","303195","+",390,5122,0.406552587597843,362.4044316748
"YER073W","NC_001137.3","304030","305592","+",1563,20578,0.407554738914252,363.297757875037
"YER074W","NC_001137.3;NC_001137.3","306323;306792","306325;307196","+;+",408,11632,0.882543240321385,786.706544722542
"YER074W-A","NC_001137.3;NC_001137.3;NC_001137.3","307653;307849;308068","307746;307956;308123","+;+;+",258,2478,0.29731947587872,265.03310756999
"YER075C","NC_001137.3","308413","311199","-",2787,2598,0.0288565190062781,25.7229462795301
"YNCE0016C","NC_001137.3","312023","312095","-",73,12,0.0050886214983389,4.53604044930561
"YER076C","NC_001137.3","312590","313498","-",909,1321,0.044986343688056,40.1012090802977
"YER077C","NC_001137.3","314534","316600","-",2067,1867,0.027960543163607,24.9242657989159
"YER078C","NC_001137.3","316807","318342","-",1536,2691,0.0542330768770719,48.3438256284148
"YER078W-A","NC_001137.3","318646","318810","+",165,31,0.00581593457108128,5.18437350342353
"YER079W","NC_001137.3","318920","319552","+",633,3513,0.171797247844591,153.141526748812
"YER080W","NC_001137.3","319963","321846","+",1884,5178,0.0850791045047379,75.8402368009034
"YNCE0017W","NC_001137.3","322212","322762","+",551,4509,0.253320536377607,225.812078973395
"YER081W","NC_001137.3","322686","324095","+",1410,9836,0.215944014019461,192.4943292987
"YER082C","NC_001137.3","324272","325936","-",1665,2485,0.0462012704157241,41.1842050904046
"YER083C","NC_001137.3","326174","327031","-",858,3799,0.137064115605073,122.180117490732
"YER084W","NC_001137.3","327065","327451","+",387,437,0.0349552356629004,31.1593941372305
"YER085C","NC_001137.3","327619","328140","-",522,245,0.0145290541982425,12.9513223875847
"YER086W","NC_001137.3","328477","330207","+",1731,14176,0.253511928572743,225.982687602687
"YER087W","NC_001137.3","330576","332306","+",1731,1214,0.0217101778560461,19.3526370449818
"YER087C-B","NC_001137.3","332582","332830","-",249,4171,0.518540408192344,462.231326682035
"YER088C","NC_001137.3","333176","335188","-",2013,8244,0.126775686419868,113.008924278751
"YER089C","NC_001137.3","335946","337340","-",1395,3392,0.075270256925489,67.0965467081994
"YER090W","NC_001137.3","337949","339472","+",1524,10165,0.206473432837647,184.052172747429
"YER091C","NC_001137.3","339864","342167","-",2304,206503,2.77450590222866,2473.21814040494
"YER092W","NC_001137.3","342855","343232","+",378,4694,0.384408558171033,342.665055652548
"YER093C","NC_001137.3","343320","347612","-",4293,2244,0.0161809392205507,14.423826735027
"YER093C-A","NC_001137.3;NC_001137.3","347912;348277","348201;348400","-;-",414,588,0.0439661813998992,39.1918277467782
"YER094C","NC_001137.3","348729","349346","-",618,6847,0.342968011345231,305.724600029244
"YER095W","NC_001137.3","349980","351182","+",1203,2496,0.0642274553871803,57.2528995696229
"YER096W","NC_001137.3","351698","353236","+",1539,1360,0.0273553358433553,24.3847788502849
"YNCE0018W","NC_001137.3","354934","355005","+",72,2,0.000859882799487823,0.766506835183587
"YER098W","NC_001137.3","355466","357730","+",2265,1464,0.0200085046641087,17.835751100007
"YER099C","NC_001137.3","358105","359061","-",957,3166,0.102409615417371,91.288801511896
"YER100W","NC_001137.3","359562","360314","+",753,5656,0.232517790306126,207.26833433299
"YER101C","NC_001137.3","360502","361794","-",1293,1360,0.0325598312938313,29.0241103252811
"YER102W","NC_001137.3","363100","363702","+",603,5806,0.298058479631421,265.691861795576
"YER103W","NC_001137.3","364589","366517","+",1929,8404,0.134863857795876,120.218788980707
"YER104W","NC_001137.3","366802","367428","+",627,904,0.0446316201380091,39.7850054931653
"YER105C","NC_001137.3","367838","372013","-",4176,3918,0.0290432828309767,25.8894291400801
"YER106W","NC_001137.3","372326","373234","+",909,1019,0.0347018048585383,30.9334837644386
"YER107C","NC_001137.3","373448","374545","-",1098,2393,0.0674655586614545,60.1393723473548
"YER109C","NC_001137.3","375215","377614","-",2400,2057,0.0265316837781968,23.6505683995896
"YER110C","NC_001137.3","378762","382103","-",3342,6684,0.0619115615631233,55.1884921332182
"YER111C","NC_001137.3","382595","385876","-",3282,1725,0.0162701772846416,14.5033743037479
"YER112W","NC_001137.3","387232","387795","+",564,2767,0.15186993869252,135.378154018276
"YER113C","NC_001137.3","387932","390052","-",2121,1677,0.0244756456250254,21.8177985165976
"YER114C","NC_001137.3","390590","393712","-",3123,3109,0.0308170100704051,27.4705446753403
"YER115C","NC_001137.3","394292","394867","-",576,1510,0.0811514392016633,72.339082570451
"YER116C","NC_001137.3","395348","396172","-",825,1940,0.0727929875348238,64.8882877202687
"YER117W","NC_001137.3;NC_001137.3","396769;397282","396810;397653","+;+",414,14933,1.11657650823928,995.325788677957
"YER118C","NC_001137.3","397952","399055","-",1104,1658,0.0464897504853525,41.4413586761213
"YER119C","NC_001137.3","399496","400842","-",1347,3192,0.0733562377540793,65.3903737524991
"YER120W","NC_001137.3","401135","401869","+",735,6695,0.281971363717762,251.351669953671
"YER121W","NC_001137.3","402375","402719","+",345,224,0.020098825782811,17.9162641128129
"YER122C","NC_001137.3","402871","404352","-",1482,7442,0.155447314828868,138.567057508573
"YER123W","NC_001137.3","404813","406387","+",1575,2577,0.0506495536978313,45.1494426118424
"YER124C","NC_001137.3","407342","409063","-",1722,19485,0.350274906230388,312.238028227572
"YER125W","NC_001137.3","410189","412618","+",2430,5242,0.0667778612580025,59.5263530375165
"YER126C","NC_001137.3","413394","414179","-",786,2229,0.0877868134377874,78.2539115553075
"YER127W","NC_001137.3","414481","415554","+",1074,2635,0.0759483075972206,67.7009668393995
"YER128W","NC_001137.3","415859","416470","+",612,1299,0.065705162149099,58.5701399354988
"YER129W","NC_001137.3","417281","420709","+",3429,5017,0.0452916745934951,40.373383644263
"YER130C","NC_001137.3","421115","422446","-",1332,4042,0.0939363858251293,83.7356926435691
"YER131W","NC_001137.3","423952","424311","+",360,12589,1.08250645627522,964.955454812617
"YNCE0019W","NC_001137.3","424698","424883","+",186,620,0.103185935938539,91.9808202220304
"YER132C","NC_001137.3","425188","430449","-",5262,2021,0.0118893259140129,10.5982461612727
"YNCE0020C","NC_001137.3","431129","431220","-",92,2,0.000672951756120905,0.599874914491503
"YER133W","NC_001137.3;NC_001137.3","432495;433197","432671;433958","+;+",939,8931,0.294426068328144,262.453899489762
"YNCE0021C","NC_001137.3","434541","434612","-",72,4,0.00171976559897565,1.53301367036717
"YNCE0022C","NC_001137.3","435752","435824","-",73,0,0,0
"YER134C","NC_001137.3","437267","437803","-",537,1722,0.0992660232883597,88.4865767722549
"YER135C","NC_001137.3","437952","438344","-",393,83,0.00653773487244177,5.82779242628131
"YNCE0023W","NC_001137.3","438700","438773","+",74,0,0,0
"YER136W","NC_001137.3","439616","440971","+",1356,6084,0.138890096073024,123.807811997972
"YER137C","NC_001137.3","441373","441819","-",447,377,0.0261081193616303,23.272999478997
"YNCE0024W","NC_001137.3","441987","442508","+",522,369,0.0218825346904143,19.5062773919133
"YNCE0025C","NC_001137.3","443202","443275","-",74,0,0,0
"YER138C","NC_001137.3","443756","449024","-",5269,5,2.93753850650613e-05,0.0261854678939164
"YER137C-A","NC_001137.3","447702","449024","-",1323,0,0,0
"YER138W-A","NC_001137.3","449474","449578","+",105,95,0.0280076111833177,24.966222631694
"YER139C","NC_001137.3","450563","451243","-",681,972,0.0441835813798501,39.3856199364817
"YER140W","NC_001137.3","451565","453235","+",1671,1268,0.0234900838007302,20.9392603306166
"YER141W","NC_001137.3","453459","454919","+",1461,2424,0.0513598991201269,45.7826505581523
"YER142C","NC_001137.3","455146","456036","-",891,1240,0.0430809968228243,38.4027666920262
"YER143W","NC_001137.3","456319","457605","+",1287,2411,0.0579909770507732,51.6936497797938
"YER144C","NC_001137.3","457806","460223","-",2418,1797,0.0230055988686792,20.5073863447877
"YER145C","NC_001137.3","460526","461740","-",1215,53996,1.37571056714502,1226.3200910392
"YER145C-A","NC_001137.3","462386","462823","-",438,181,0.0127922290444353,11.4031016850599
"YER146W","NC_001137.3","462585","462866","+",282,296,0.0324925925934122,28.9641731762989
"YER147C","NC_001137.3","462968","464842","-",1875,2143,0.0353803937146062,31.5383836377298
"YER148W","NC_001137.3","465303","466025","+",723,5345,0.228850135930079,203.998956052594
"YER149C","NC_001137.3","466208","467470","-",1263,1893,0.0463969065870912,41.3585968361766
"YER150W","NC_001137.3","468370","468816","+",447,4721,0.32694013662137,291.437216287386
"YNCE0026W","NC_001137.3","469457","469530","+",74,9,0.00376489225721696,3.35605695404706
