"Geneid","Chr","Start","End","Strand","Length","X.scratch_tmp.grp.msc_appbio.group8.output.alignment_SRR1166447.theAlignmentAligned.sortedByCoord.out.bam","rpkm","normalized_rpkm"
"YDR341C","NC_001136.10","1151803","1153626","-",1824,6559,0.134203562282399,109.609535724659
"YDR342C","NC_001136.10","1154216","1155928","-",1713,3942,0.0858836520801669,70.1446896844393
"YDR343C","NC_001136.10","1159608","1161320","-",1713,10165,0.221463045001242,180.877922537373
"YDR344C","NC_001136.10","1162006","1162449","-",444,43,0.00361440431788696,2.95203176776441
"YDR345C","NC_001136.10","1162957","1164660","-",1704,1908,0.0417888121889204,34.1306312933338
"YDR346C","NC_001136.10","1167214","1168659","-",1446,6638,0.171324787590262,139.927957995473
"YDR347W","NC_001136.10","1169178","1170143","+",966,2387,0.0922203018782199,75.3200906246381
"YDR348C","NC_001136.10","1170326","1171825","-",1500,5388,0.134056406920311,109.489347924547
"YDR349C","NC_001136.10","1172386","1174176","-",1791,3593,0.0748708697634234,61.1501001501099
"YNCD0025W","NC_001136.10","1175829","1175901","+",73,3,0.00153373257452228,1.2526620945085
"YDR350C","NC_001136.10","1176120","1178174","-",2055,2841,0.0515953608804378,42.1400405136094
"YDR351W","NC_001136.10","1178666","1181260","+",2595,2619,0.037665989688528,30.7633536111493
"YDR352W","NC_001136.10","1181801","1182754","+",954,1183,0.0462793890297587,37.7982689796156
"YDR353W","NC_001136.10","1183299","1184258","+",960,8028,0.312095407258102,254.901077956299
"YDR354W","NC_001136.10","1184747","1185889","+",1143,5015,0.163747981006046,133.739670308863
"YDR356W","NC_001136.10","1186107","1188941","+",2835,2084,0.0274344272812726,22.4068183141408
"YDR357C","NC_001136.10","1189199","1189567","-",369,2058,0.208147045709828,170.002201541455
"YDR358W","NC_001136.10","1190059","1191732","+",1674,3138,0.0699598279124087,57.1390515008843
"YDR359C","NC_001136.10","1191936","1194884","-",2949,1737,0.0219824600635243,17.9539738042017
"YDR361C","NC_001136.10","1195412","1196263","-",852,2757,0.120767038998798,98.6353778571502
"YDR362C","NC_001136.10","1196679","1198697","-",2019,2465,0.0455650500449746,37.2148391276758
"YDR363W","NC_001136.10","1199183","1200553","+",1371,1399,0.0380830310328803,31.1039683262509
"YNCD0026W","NC_001136.10","1201750","1201822","+",73,0,0,0
"YDR363W-A","NC_001136.10","1202128","1202397","+",270,3588,0.495952309690337,405.064526471661
"YDR364C","NC_001136.10","1202843","1204210","-",1368,1733,0.0472785025024948,38.6142857978012
"YDR365C","NC_001136.10","1204497","1206383","-",1887,5038,0.0996408697866731,81.3807717975217
"YDR365W-B","NC_001136.10","1206997","1212265","+",5269,16,0.000113329515217437,0.092560848129685
"YDR365W-A","NC_001136.10","1206997","1208319","+",1323,0,0,0
"YDR366C","NC_001136.10","1212438","1212836","-",399,22,0.00205778990366147,1.68068113933221
"YDR367W","NC_001136.10;NC_001136.10","1212848;1212979","1212877;1213614","+;+",666,1489,0.0834395043307548,68.1484542976931
"YDR368W","NC_001136.10","1213904","1214842","+",939,6301,0.250435063365543,204.540554347661
"YDR369C","NC_001136.10","1215016","1217580","-",2565,875,0.0127312759191177,10.3981535135452
"YDR370C","NC_001136.10","1217782","1219110","-",1329,2086,0.058578813389291,47.8437116698184
"YDR371W","NC_001136.10","1219413","1220948","+",1536,1552,0.0377095845840009,30.7989593444955
"YDR372C","NC_001136.10","1221112","1222149","-",1038,4634,0.1666133984504,136.079973877497
"YDR373W","NC_001136.10","1222759","1223331","+",573,2866,0.186669262231764,152.460417736405
"YDR374C","NC_001136.10","1223474","1224394","-",921,67,0.00271497865435703,2.21743405871918
"YDR374W-A","NC_001136.10","1224757","1225026","+",270,1835,0.253643391382879,207.16092699986
"YDR375C","NC_001136.10","1225166","1226536","-",1371,2130,0.0579820272337634,47.3562920192383
"YDR376W","NC_001136.10","1226822","1228303","+",1482,1723,0.0433898671819248,35.4382783592409
"YDR377W","NC_001136.10","1228611","1228916","+",306,10686,1.3033017856952,1064.45984897604
"YDR378C","NC_001136.10","1229349","1229609","-",261,3528,0.504474613247466,412.025040189142
"YDR379W","NC_001136.10","1230167","1233196","+",3030,4005,0.0493300026567883,40.2898298416918
"YDR379C-A","NC_001136.10","1233278","1233517","-",240,1047,0.162812103337934,132.975300757471
"YDR380W","NC_001136.10","1234218","1236125","+",1908,2106,0.0411937418836314,33.6446130477897
"YDR381W","NC_001136.10;NC_001136.10","1236558;1237609","1236842;1238004","+;+",681,10540,0.577623356578038,471.76860927887
"YDR381C-A","NC_001136.10;NC_001136.10","1238312;1238825","1238630;1238850","-;-",345,2222,0.240367754572909,196.318171692605
"YDR382W","NC_001136.10","1239492","1239824","+",333,30554,3.42432587685948,2796.78693433407
"YDR383C","NC_001136.10","1239960","1240676","-",717,1836,0.0955662991622835,78.0529033950654
"YDR384C","NC_001136.10","1241204","1242031","-",828,1549,0.069818791597929,57.0238613771087
"YDR385W","NC_001136.10","1243230","1245758","+",2529,3764,0.0555459031193667,45.3666098632253
"YDR386W","NC_001136.10","1246084","1247982","+",1899,1306,0.0256666659978594,20.9630154056963
"YDR387C","NC_001136.10","1248154","1249821","-",1668,1947,0.0435633382392937,35.5799592635068
"YDR388W","NC_001136.10","1250186","1251634","+",1449,6158,0.158607071349275,129.540879225393
"YDR389W","NC_001136.10","1252537","1254501","+",1965,1881,0.0357254318923456,29.1784207265897
"YDR390C","NC_001136.10","1254937","1256847","-",1911,1937,0.0378285923199066,30.8961578275941
"YNCD0027C","NC_001136.10","1257008","1257079","-",72,0,0,0
"YDR391C","NC_001136.10","1257358","1258056","-",699,1720,0.0918337921111193,75.0044122968468
"YDR392W","NC_001136.10","1258696","1259709","+",1014,1676,0.0616860989571504,50.3815588227897
"YDR393W","NC_001136.10","1259901","1261271","+",1371,1966,0.0535176833528539,43.7100798637664
"YDR394W","NC_001136.10","1261681","1262967","+",1287,6938,0.201190280224967,164.320326768739
"YDR395W","NC_001136.10","1263324","1266158","+",2835,3167,0.0416913777350241,34.051052591595
"YDR397C","NC_001136.10;NC_001136.10","1266366;1266862","1266769;1266898","-;-",441,3860,0.326663011979507,266.799036274079
"YDR398W","NC_001136.10","1267471","1269402","+",1932,5288,0.10214934150231,83.4295431971274
"YDR399W","NC_001136.10","1270068","1270733","+",666,16457,0.922205455185515,753.202896156571
"YDR400W","NC_001136.10","1271063","1272085","+",1023,1477,0.0538835385850657,44.0088887885309
"YDR402C","NC_001136.10","1272234","1273703","-",1470,242,0.00614397271236067,5.01803368743474
"YDR403W","NC_001136.10","1274602","1276212","+",1611,676,0.0156603838376837,12.7904756962147
"YDR404C","NC_001136.10","1276654","1277169","-",516,1789,0.129393328833906,105.680821418945
"YDR405W","NC_001136.10","1277646","1278437","+",792,3435,0.161864946011925,132.20171864835
"YDR406W","NC_001136.10","1279210","1283799","+",4590,3525,0.0286614186448036,23.4089523216703
"YDR407C","NC_001136.10","1284069","1287938","-",3870,2023,0.0195090519270349,15.9338402631284
"YDR408C","NC_001136.10","1288215","1288859","-",645,3140,0.181685881515244,148.390286978418
"YDR409W","NC_001136.10","1289406","1292120","+",2715,1297,0.017828770274812,14.5614855457532
"YDR410C","NC_001136.10","1292372","1293091","-",720,1276,0.066140797153519,54.0198929533694
"YDR411C","NC_001136.10","1293369","1294394","-",1026,2491,0.0906103094700632,74.0051440064034
"YDR412W","NC_001136.10","1294693","1295400","+",708,2460,0.129674056371333,105.910103075253
"YDR414C","NC_001136.10","1295598","1296686","-",1089,1398,0.0479104818366381,39.1304491560976
"YDR415C","NC_001136.10","1297037","1298161","-",1125,893,0.029624442311269,24.1954931196785
"YDR416W","NC_001136.10","1298432","1301011","+",2580,1351,0.0195428046120298,15.9614074608155
"YDR418W","NC_001136.10","1301616","1302113","+",498,23389,1.75280481696226,1431.58735085511
"YDR419W","NC_001136.10","1303174","1305072","+",1899,1543,0.03032439941401,24.7671767006044
"YNCD0028W","NC_001136.10","1305630","1305712","+",83,2,0.000899297011567279,0.734492633727877
"YDR420W","NC_001136.10","1306267","1311675","+",5409,3940,0.0271850719839833,22.2031596488898
"YDR421W","NC_001136.10","1312040","1314892","+",2853,1367,0.0178820782035463,14.6050243104449
"YDR422C","NC_001136.10","1315326","1317773","-",2448,1942,0.0296066356426641,24.1809496854701
"YDR423C","NC_001136.10","1318046","1319275","-",1230,1813,0.0550102906518832,44.9291532645273
"YDR424C","NC_001136.10;NC_001136.10;NC_001136.10","1319387;1319698;1319817","1319617;1319720;1319841","-;-;-",279,1453,0.194362581179216,158.743865833241
"YDR425W","NC_001136.10","1320064","1321941","+",1878,1662,0.0330283348130085,26.9755912812103
"YDR427W","NC_001136.10","1322205","1323386","+",1182,4360,0.137663960467837,112.43578438809
"YDR428C","NC_001136.10","1323454","1324239","-",786,1111,0.0527524652211536,43.0850949325374
"YDR429C","NC_001136.10","1324477","1325301","-",825,6316,0.285719196230237,233.358548117514
"YDR430C","NC_001136.10","1325501","1328470","-",2970,2387,0.0299948860654412,24.4980496779126
"YDR432W","NC_001136.10","1328783","1330027","+",1245,8664,0.25971697694063,212.121472620611
"YDR434W","NC_001136.10","1331237","1332841","+",1605,2623,0.0609922283773523,49.8148463539758
"YDR435C","NC_001136.10","1332983","1333969","-",987,1363,0.0515382834962486,42.0934230805476
"YDR436W","NC_001136.10","1334821","1336953","+",2133,2676,0.046821626967929,38.241136871081
"YDR437W","NC_001136.10","1337352","1337774","+",423,187,0.0164988048658815,13.4752484256388
"YDR438W","NC_001136.10","1338274","1339386","+",1113,762,0.0255511854418617,20.8686977146241
"YDR439W","NC_001136.10","1339676","1340719","+",1044,855,0.0305644695526207,24.9632517971738
"YDR440W","NC_001136.10","1342493","1344241","+",1749,1656,0.0353363566740707,28.8606470899455
"YDR441C","NC_001136.10","1344517","1345062","-",546,2699,0.184485181905007,150.676590045621
"YDR443C","NC_001136.10","1345676","1349938","-",4263,1332,0.0116611166327507,9.52411067492601
"YDR444W","NC_001136.10","1350290","1352353","+",2064,2135,0.0386046334628827,31.5299823545902
"YNCD0029C","NC_001136.10","1352466","1352538","-",73,0,0,0
"YDR446W","NC_001136.10","1353725","1354633","+",909,57,0.00234024981393003,1.91137769536116
"YDR447C","NC_001136.10;NC_001136.10","1354829;1355551","1355236;1355553","-;-",411,16138,1.46540995052535,1196.86021437633
"YDR448W","NC_001136.10","1356065","1357369","+",1305,645,0.0184459254843886,15.0655414354873
"YDR449C","NC_001136.10","1357580","1358902","-",1323,1824,0.0514536557729379,42.0243041592331
"YDR450W","NC_001136.10;NC_001136.10","1359923;1360405","1359969;1360798","+;+",441,20261,1.71464230199917,1400.41846475365
"YDR451C","NC_001136.10","1361120","1362181","-",1062,2091,0.0734819652770885,60.0157250759766
"YDR452W","NC_001136.10","1362878","1364902","+",2025,5454,0.10051742463958,82.0966899805439
"YDR453C","NC_001136.10","1365072","1365662","-",591,2184,0.137916554890714,112.642088579628
"YDR454C","NC_001136.10","1366264","1366827","-",564,6088,0.402853171217192,329.026654072013
"YDR456W","NC_001136.10","1367485","1369386","+",1902,2706,0.0530968218201861,43.3663450446934
"YDR457W","NC_001136.10","1369790","1379596","+",9807,4240,0.0161354442903414,13.1784769889627
"YDR458C","NC_001136.10","1380055","1382046","-",1992,2599,0.0486931861054866,39.7697157303907
"YDR459C","NC_001136.10","1382319","1383443","-",1125,1527,0.0506568011302438,41.3734803961355
"YDR460W","NC_001136.10","1383811","1384776","+",966,1572,0.0607332696072735,49.6033441398957
"YDR461W","NC_001136.10","1385176","1385286","+",111,328,0.110281359652737,90.0712948676024
"YDR461C-A","NC_001136.10","1385524","1385766","-",243,2559,0.393020550135505,320.995950464815
"YDR462W","NC_001136.10","1386073","1386516","+",444,1660,0.139532817853311,113.962156616021
"YDR463W","NC_001136.10","1386816","1388375","+",1560,5348,0.127943447013631,104.496643663354
"YDR464W","NC_001136.10","1388872","1393179","+",4308,4613,0.0399630850153051,32.6394852726434
"YDR465C","NC_001136.10","1393336","1394574","-",1239,2902,0.0874132663390493,71.3939881822029
"YDR466W","NC_001136.10","1395121","1397817","+",2697,2771,0.0383448308456421,31.3177909360355
"YDR468C","NC_001136.10","1398026","1398700","-",675,1837,0.101567936778278,82.9546861904616
"YDR469W","NC_001136.10","1399015","1399542","+",528,1455,0.10284432159273,83.9971618486241
"YDR470C","NC_001136.10","1399706","1401214","-",1509,1605,0.0396951131199255,32.4206216706624
"YDR471W","NC_001136.10;NC_001136.10","1401770;1402185","1401800;1402564","+;+",411,18098,1.64338761213334,1342.22184655984
"YNCD0030W","NC_001136.10","1402919","1403042","+",124,25,0.00752436007662139,6.14545247977962
"YDR472W","NC_001136.10","1403322","1404173","+",852,1269,0.0555870048928092,45.4001793618874
"YDR473C","NC_001136.10","1404445","1405854","-",1410,1904,0.0503963494085107,41.1607588274056
"YDR475C","NC_001136.10","1407464","1410094","-",2631,3843,0.0545130878910307,44.5230674434715
"YDR476C","NC_001136.10","1410453","1411127","-",675,2149,0.118818451897941,97.043887111215
"YDR477W","NC_001136.10","1412373","1414274","+",1902,4150,0.0814308242992506,66.5078831986244
"YDR478W","NC_001136.10","1414575","1415171","+",597,483,0.0301942360944059,24.6608669962453
"YDR479C","NC_001136.10","1415210","1416874","-",1665,2618,0.0586822356851353,47.9281808868665
"YDR480W","NC_001136.10","1417399","1418370","+",972,1230,0.0472269711475841,38.5721980335797
"YDR481C","NC_001136.10","1418550","1420250","-",1701,3472,0.0761774884201682,62.2172690232701
"YDR482C","NC_001136.10","1420431","1420838","-",408,1534,0.140318987875943,114.604253813114
"YDR483W","NC_001136.10","1421157","1422485","+",1329,9084,0.255095848910987,208.347208441337
"YDR484W","NC_001136.10","1422763","1424688","+",1926,1068,0.020695037459338,16.9024831319247
"YDR485C","NC_001136.10","1424820","1427207","-",2388,3186,0.0497923582799054,40.6674545807647
"YDR486C","NC_001136.10","1427431","1428120","-",690,2443,0.132137359230787,107.921983223455
"YDR487C","NC_001136.10","1428354","1428980","-",627,4909,0.292197663055864,238.649776821788
"YDR488C","NC_001136.10","1429188","1430789","-",1602,872,0.0203144570877632,16.5916475838604
"YDR489W","NC_001136.10","1431012","1431896","+",885,613,0.0258504704245941,21.1131359951642
"YDR490C","NC_001136.10","1431968","1434268","-",2301,2377,0.0385534999367927,31.4882195134304
"YDR492W","NC_001136.10","1434924","1435874","+",951,6769,0.265641084183917,216.959933191079
"YDR493W","NC_001136.10","1436217","1436588","+",372,1042,0.104538442664527,85.3808197857382
"YDR494W","NC_001136.10","1436930","1438015","+",1086,2429,0.0834735601339984,68.1762690644457
"YDR495C","NC_001136.10","1438115","1441150","-",3036,1489,0.0183039228867861,14.9495621087825
"YDR496C","NC_001136.10","1441433","1443403","-",1971,4532,0.0858132842930242,70.0872174359572
"YDR497C","NC_001136.10","1443713","1445467","-",1755,19847,0.422054947707063,344.709529923808
"YDR498C","NC_001136.10","1445843","1446994","-",1152,1810,0.0586377560971147,47.8918525889492
"YDR499W","NC_001136.10","1447830","1450073","+",2244,1528,0.0254127549454119,20.7556358689626
"YDR500C","NC_001136.10;NC_001136.10","1450198;1450847","1450457;1450853","-;-",267,19164,2.67871276809561,2187.81422681492
"YDR501W","NC_001136.10","1451353","1452918","+",1566,583,0.0138940239759671,11.3478173861616
"YDR502C","NC_001136.10","1453310","1454464","-",1155,3831,0.123788817601334,101.103387975911
"YDR503C","NC_001136.10","1455042","1455866","-",825,746,0.0337470741589229,27.5626150879774
"YDR504C","NC_001136.10","1456311","1456694","-",384,297,0.0288653263439388,23.5754920755546
"YDR505C","NC_001136.10","1456695","1459220","-",2526,2375,0.035089850238559,28.6593152065732
"YDR506C","NC_001136.10","1459728","1461554","-",1827,750,0.0153205361166018,12.5129081690094
"YNCD0031C","NC_001136.10;NC_001136.10","1461715;1461792","1461758;1461829","-;-",82,1,0.000455132024146855,0.37172493048423
"YDR507C","NC_001136.10","1462358","1465786","-",3429,2859,0.0311170141373404,25.4145375482246
"YDR508C","NC_001136.10","1466453","1468444","-",1992,11229,0.21037929464352,171.825370502715
"YDR510W","NC_001136.10","1469400","1469705","+",306,5381,0.656285505224204,536.015201884715
"YDR511W","NC_001136.10","1470017","1470418","+",402,1127,0.104628285769919,85.4541983228102
"YDR512C","NC_001136.10","1470500","1471063","-",564,1152,0.0762297722145541,62.2599713355715
"YDR513W","NC_001136.10","1471017","1471448","+",432,4315,0.372776305796022,304.461648502859
"YDR514C","NC_001136.10","1471548","1472999","-",1452,1401,0.0360099705220654,29.4108150577751
"YDR515W","NC_001136.10","1473429","1474772","+",1344,1052,0.0292124322403306,23.8589876512587
"YDR516C","NC_001136.10","1474974","1476476","-",1503,12856,0.319225907384844,260.724848913528
"YDR517W","NC_001136.10","1477239","1478357","+",1119,7420,0.247471428750592,202.120032800559
"YDR518W","NC_001136.10","1478608","1480161","+",1554,2656,0.0637864310186562,52.0969858816097
"YDR519W","NC_001136.10","1480425","1480832","+",408,3214,0.293992977205528,240.116083282495
"YDR520C","NC_001136.10","1481085","1483403","-",2319,1539,0.0247678961549309,20.228953332147
"YDR522C","NC_001136.10","1483795","1485303","-",1509,226,0.00558946764180882,4.56514672745776
"YDR523C","NC_001136.10","1485566","1487038","-",1473,582,0.014745906802705,12.0435849167885
"YDR524C","NC_001136.10","1487542","1488990","-",1449,1378,0.0354921312632836,28.9878745652147
"YDR524W-C","NC_001136.10","1489403","1489492","+",90,14695,6.09366153085243,4976.94248871325
"YDR524C-B","NC_001136.10","1489598","1489798","-",201,52188,9.69004610072854,7914.25679160748
"YDR525W","NC_001136.10","1489905","1490234","+",330,46,0.00520229695479375,4.24892859935308
"YDR525W-A","NC_001136.10","1490596","1490835","+",240,1233,0.191735743472466,156.598420089744
"YDR527W","NC_001136.10","1491094","1492413","+",1320,2843,0.0803811426221664,65.6505652606566
"YNCD0032C","NC_001136.10","1492477","1493026","-",550,657,0.0445814230343412,36.4114707361953
"YDR528W","NC_001136.10","1494586","1495857","+",1272,4477,0.13135639773007,107.284140039141
"YDR529C","NC_001136.10","1496165","1496548","-",384,13632,1.32488932229149,1082.09127263959
"YDR530C","NC_001136.10","1496791","1497768","-",978,3785,0.14443693899229,117.9675528368
"YDR531W","NC_001136.10","1498232","1499335","+",1104,2919,0.0986770752135352,80.5936013685185
"YDR532C","NC_001136.10","1499396","1500553","-",1158,1452,0.0467960615915554,38.2202565830522
"YDR533C","NC_001136.10","1501447","1502160","-",714,4433,0.231713195475527,189.249639468628
"YDR534C","NC_001136.10","1503314","1504900","-",1587,552,0.0129811568626233,10.6022414955502
"YDR536W","NC_001136.10","1508005","1509714","+",1710,3087,0.0673739121639707,55.0270283936814
"YDR538W","NC_001136.10","1510902","1511630","+",729,578,0.0295904491309524,24.1677294996304
"YDR539W","NC_001136.10","1512094","1513605","+",1512,2867,0.0707664074634793,57.7978179942194
"YDR540C","NC_001136.10","1517136","1517675","-",540,507,0.0350401088368173,28.6186893702804
"YDR541C","NC_001136.10","1519664","1520698","-",1035,2358,0.0850265774501829,69.444681795854
"YDR542W","NC_001136.10","1523249","1523611","+",363,8,0.000822497542259881,0.671767367486654
"YDR545W","NC_001136.10","1526321","1531711","+",5391,3,2.07684062215037e-05,0.0169624063993917
"YEL077C","NC_001137.3","264","4097","-",3834,308,0.00299812582207954,2.44869192600671
"YEL076C-A","NC_001137.3;NC_001137.3","4185;4602","4322;5114","-;-",651,1,5.73284577266392e-05,0.0468224950840352
"YEL076C","NC_001137.3","4464","5114","-",651,0,0,0
"YEL075C","NC_001137.3","5345","5713","-",369,0,0,0
"YEL073C","NC_001137.3","7230","7553","-",324,547,0.0630076907749476,51.4609568887027
"YEL072W","NC_001137.3","13720","14415","+",696,599,0.0321195039684558,26.2333119763282
"YEL071W","NC_001137.3","16355","17845","+",1491,43976,1.1007516051632,899.028836032133
"YEL070W","NC_001137.3","19589","21097","+",1509,19346,0.478468323001918,390.784639776097
"YEL069C","NC_001137.3","21537","23231","-",1695,1727,0.038025407945447,31.0569051950406
"YEL068C","NC_001137.3","25646","25978","-",333,963,0.107927794050392,88.1490416234767
"YEL067C","NC_001137.3","26189","26776","-",588,427,0.0271020283902687,22.1353345509776
"YEL066W","NC_001137.3","26721","27206","+",486,2900,0.222696286712185,181.885161459156
"YEL065W","NC_001137.3","27657","29543","+",1887,3506,0.0693411848892568,56.6337804529795
"YEL064C","NC_001137.3","29797","31239","-",1443,1100,0.0284496940942802,23.2360282256948
"YEL063C","NC_001137.3","31694","33466","-",1773,3223,0.0678426520776512,55.4098674438552
"YEL062W","NC_001137.3","34407","36254","+",1848,763,0.015408977393275,12.5851417752578
"YEL061C","NC_001137.3","36535","39537","-",3003,2436,0.0302742364593348,24.7262065647972
"YEL060C","NC_001137.3","40046","41953","-",1908,27908,0.545885540592775,445.847037482296
"YEL059C-A","NC_001137.3","42400","42624","-",225,977,0.162055319922227,132.357204803616
"YEL059W","NC_001137.3","42652","42960","+",309,623,0.0752455488206027,61.4561158534544
"YEL058W","NC_001137.3","43252","44925","+",1674,5700,0.12707808129405,103.789864102945
"YEL057C","NC_001137.3","45020","45721","-",702,329,0.017490814455034,14.285463211686
"YEL056W","NC_001137.3","47168","48373","+",1206,1597,0.0494206957629579,40.3639026091475
"YEL055C","NC_001137.3","48471","51539","-",3069,2717,0.033040301136453,26.9853646667656
"YNCE0001C","NC_001137.3","52150","52320","-",171,12,0.00261900533193278,2.13904872278645
"YEL054C","NC_001137.3","52721","53218","-",498,8711,0.652814688980214,533.180444366962
"YEL053C","NC_001137.3","53901","56102","-",2202,2127,0.0360496806809943,29.443247967973
"YEL052W","NC_001137.3","56571","58100","+",1530,2495,0.0608597783138595,49.7066689723979
"YEL051W","NC_001137.3","58378","59148","+",771,7694,0.372433767951289,304.181883841692
"YEL050C","NC_001137.3","59670","60851","-",1182,2635,0.0831982880350346,67.9514430877561
"YNCE0002W","NC_001137.3","61352","61433","+",82,31,0.0141090927485525,11.5234728450111
"YNCE0003W","NC_001137.3","61699","61789","+",91,6,0.0024607138008819,2.00976555822243
"YNCE0004C","NC_001137.3","61890","61960","-",71,3,0.00157693630901586,1.28794835069184
"YEL049W","NC_001137.3","63728","64090","+",363,2191,0.225261514386425,183.980287770407
"YEL048C","NC_001137.3","64709","65167","-",459,517,0.0420367473457119,34.3331300717832
"YEL047C","NC_001137.3","65385","66797","-",1413,6678,0.176382502402492,144.058800448296
"YEL046C","NC_001137.3","67629","68792","-",1164,11159,0.35778616590317,292.218588436795
"YEL044W","NC_001137.3","69757","70257","+",501,3136,0.233609002541741,190.798022602557
"YEL043W","NC_001137.3","70478","73348","+",2871,2106,0.0273764052643569,22.3594293609135
"YEL042W","NC_001137.3","73771","75327","+",1557,2161,0.051798525974869,42.3059737518732
"YEL041W","NC_001137.3","75944","77431","+",1488,1154,0.0289437050947369,23.6395072055523
"YEL040W","NC_001137.3","78053","79456","+",1404,2652,0.0704948935178573,57.5760614550019
"YEL039C","NC_001137.3","79636","79977","-",342,3180,0.347018206481093,283.423955769205
"YEL038W","NC_001137.3","80462","81145","+",684,3413,0.186222191622637,152.095276893128
"YEL037C","NC_001137.3","81407","82603","-",1197,5753,0.179370686602491,146.499372645124
"YEL036C","NC_001137.3","83050","84552","-",1503,3795,0.0942332232829406,76.9641258266053
"YEL035C","NC_001137.3","85045","85545","-",501,49,0.0036501406647147,2.98121910316495
"YEL034W","NC_001137.3","85676","86149","+",474,11550,0.909399873564317,742.744054138428
"YEL033W","NC_001137.3","86179","86598","+",420,1735,0.154170554941364,125.917394904742
"YNCE0005W","NC_001137.3","86604","86685","+",82,0,0,0
"YEL032W","NC_001137.3","86937","89852","+",2916,5483,0.0701749275886731,57.3147322000319
"YEL031W","NC_001137.3","90258","93905","+",3648,8067,0.0825293594246161,67.4051017449933
"YEL030W","NC_001137.3","94644","96578","+",1935,1023,0.0197308552855726,16.1149961336435
"YEL029C","NC_001137.3","96858","97796","-",939,1577,0.0626783200964072,51.1919463904556
"YEL028W","NC_001137.3","98668","99129","+",462,330,0.0266577328428872,21.7724602140764
"YNCE0006W","NC_001137.3","100133","100204","+",72,4,0.00207337922111345,1.69341357220594
"YEL027W","NC_001137.3","100769","101251","+",483,16986,1.31248768136024,1071.96234549652
"YEL026W","NC_001137.3","101943","102323","+",381,7122,0.69763496753244,569.786998169324
"YEL025C","NC_001137.3","102581","106147","-",3567,3199,0.0334705136838112,27.3367368418173
"YEL024W","NC_001137.3","107260","107907","+",648,4786,0.275644248673582,225.129926571601
"YEL023C","NC_001137.3","108504","110552","-",2049,1807,0.0329129978262255,26.8813908489851
"YEL022W","NC_001137.3","111421","115800","+",4380,2251,0.0191801779180536,15.6652354152147
"YEL021W","NC_001137.3","116167","116970","+",804,18799,0.872629611441308,712.712277848495
"YEL020W-A","NC_001137.3","117211","117474","+",264,527,0.0745002851950083,60.847428583127
"YNCE0007C","NC_001137.3","117667","118035","-",369,228,0.023060022556774,18.8340631445344
"YEL020C","NC_001137.3","118617","120299","-",1683,1850,0.0410240808455602,33.5060439420426
"YEL019C","NC_001137.3","120498","121301","-",804,508,0.02358082039535,19.2594200301631
"YEL018W","NC_001137.3","121471","122310","+",840,1875,0.0833054151340225,68.0389381689886
"YEL017C-A","NC_001137.3","122798","122929","-",132,956,0.270293254825153,220.759551140302
"YEL017W","NC_001137.3","123657","124670","+",1014,905,0.0333090212149291,27.2048393404682
"YEL016C","NC_001137.3","124737","126218","-",1482,1965,0.0494840911273837,40.4156801949555
"YEL015W","NC_001137.3","126629","128284","+",1656,2984,0.0672496043022014,54.9255010811144
"YEL014C","NC_001137.3","128303","128608","-",306,108,0.0131720562282502,10.7581568116613
"YEL013W","NC_001137.3","128825","130561","+",1737,2215,0.0475910360079408,38.8695446884576
"YNCE0008C","NC_001137.3","131082","131153","-",72,1,0.000518344805278362,0.423353393051485
"YEL012W","NC_001137.3;NC_001137.3","131772;131900","131776;132551","+;+",657,4598,0.261188976950127,213.323715205559
"YEL011W","NC_001137.3","133120","135234","+",2115,15839,0.279491519006093,228.272149533361
"YNCE0009C","NC_001137.3","135425","135497","-",73,1,0.000511244191507426,0.417554031502834
"YEL009C-A","NC_001137.3","136371","136778","-",408,46,0.00420774018402435,3.43663342594735
"YNCE0010W","NC_001137.3","138666","138737","+",72,1,0.000518344805278362,0.423353393051485
"YEL009C","NC_001137.3","138918","139763","-",846,42504,1.87504064711077,1531.42235049024
"YEL008W","NC_001137.3","140512","140892","+",381,98,0.00959958253554889,7.84037149966214
"YEL007W","NC_001137.3","141892","143892","+",2001,2533,0.0472432045014726,38.5854564773401
"YEL006W","NC_001137.3","144327","145334","+",1008,1954,0.07234612496528,59.0880378587572
"YEL005C","NC_001137.3","145907","146755","-",849,1555,0.0683555764416554,55.8287937409237
"YEL004W","NC_001137.3","146951","147979","+",1029,778,0.0282173008867568,23.0462231925869
"YEL003W","NC_001137.3;NC_001137.3","148176;148283","148194;148599","+;+",336,1485,0.164944721965365,134.717097574597
"YEL002C","NC_001137.3","148722","150014","-",1293,4341,0.125297529450397,102.335614621058
"YEL001C","NC_001137.3","150301","150978","-",678,2732,0.150384213241114,122.824934847787
"YER001W","NC_001137.3","153520","155808","+",2289,3664,0.0597394086460787,48.7916172626152
"YER002W","NC_001137.3","156803","157498","+",696,4397,0.235775390566444,192.56740026697
"YER003C","NC_001137.3;NC_001137.3","157736;159088","158994;159118","-;-",1290,6949,0.201040635453731,164.198105766406
"YER004W","NC_001137.3","159580","160275","+",696,6591,0.35342178740583,288.654022096793
"YER005W","NC_001137.3","160550","162442","+",1893,2230,0.0439648399025324,35.9078820857614
"YER006W","NC_001137.3","162723","164285","+",1563,4326,0.103294877280654,84.3651490982291
"YER007W","NC_001137.3","164527","166083","+",1557,814,0.0195113374102468,15.935706910701
